command,text_orig,key,is_skippable,fit_mode,a,r,g,b,fadetime,block,image,screenadapt,intro,volume,name,time,name2,focus,duration,xstrength,ystrength,vibrato,randomness,fadeout,x,y,xScale,yScale,xScaleFrom,yScaleFrom,xScaleTo,yScaleTo,afrom,rfrom,gfrom,bfrom,Delay,effect,keep,amount,index,text,jp_text,jp_name,text_match
name,那你是一定会回去咯？,,,,,,,,,,,,,,风笛,,,,,,,,,,,,,,,,,,,,,,,,,,349,,,,False
character,,,,,,,,,,,,,,,char_010_chen_1,,,,,,,,,,,,,,,,,,,,,,,,,,350,,,,False
name,肯定的。,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,351,,,,False
character,,,,,,,,,,,,,,,char_222_bpipe,,,,,,,,,,,,,,,,,,,,,,,,,,352,,,,False
name,可你也说了，现在你这个朋友在乌萨斯生死不明，你回去龙门也没什么用吧。唔，毕业以后直接去乌萨斯......可能不？,,,,,,,,,,,,,,风笛,,,,,,,,,,,,,,,,,,,,,,,,,,353,,,,False
character,,,,,,,,,,,,,,,char_010_chen_1,,,,,,,,,,,,,,,,,,,,,,,,,,354,,,,False
name,乌萨斯是不会开入境准证给我这种人的。,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,355,,,,False
character,,,,,,,,,,,,,,,char_222_bpipe,,,,,,,,,,,,,,,,,,,,,,,,,,356,,,,False
name,不会吧......唉，但真的好可惜，你居然读完就走。陈陈头脑那么好，进修个高级讲师不成问题的！,,,,,,,,,,,,,,风笛,,,,,,,,,,,,,,,,,,,,,,,,,,357,,,,False
name,过两年资历就唰唰地上去了呀，这在哪个国家都会很吃香吧？,,,,,,,,,,,,,,风笛,,,,,,,,,,,,,,,,,,,,,,,,,,358,,,,False
character,,,,,,,,,,,,,,,char_010_chen_1,,,,,,,,,,,,,,,,,,,,,,,,,,359,,,,False
name,别再那么叫我了，求你。,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,360,,,,False
name,......你呢？,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,361,,,,False
character,,,,,,,,,,,,,,,char_222_bpipe,,,,,,,,,,,,,,,,,,,,,,,,,,362,,,,False
name,我？我头脑怎么样你也知道。不笨是肯定的，但是你说聪明吧......我联合作战课每次都只是刚及格。,,,,,,,,,,,,,,风笛,,,,,,,,,,,,,,,,,,,,,,,,,,363,,,,False
character,,,,,,,,,,,,,,,char_010_chen_1,,,,,,,,,,,,,,,,,,,,,,,,,,364,,,,False
name,刚考完的那门军事战略？,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,365,,,,False
character,,,,,,,,,,,,,,,char_222_bpipe,,,,,,,,,,,,,,,,,,,,,,,,,,366,,,,False
name,每次都差点没及格。,,,,,,,,,,,,,,风笛,,,,,,,,,,,,,,,,,,,,,,,,,,367,,,,False
character,,,,,,,,,,,,,,,char_010_chen_1,,,,,,,,,,,,,,,,,,,,,,,,,,368,,,,False
name,行了，你已经比维多利亚百分之九十八的人都有头脑了。至少纸面上是这样。,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,369,,,,False
character,,,,,,,,,,,,,,,char_222_bpipe,,,,,,,,,,,,,,,,,,,,,,,,,,370,,,,False
name,但讲师我肯定是不指望啦。再说，比起一上来就去搞指挥搞技术的军官，我还是觉得，得从士兵一步步做起。,,,,,,,,,,,,,,风笛,,,,,,,,,,,,,,,,,,,,,,,,,,371,,,,False
character,,,,,,,,,,,,,,,char_010_chen_1,,,,,,,,,,,,,,,,,,,,,,,,,,372,,,,False
name,你真是不怕死。谁知道维多利亚的士兵会在战场上遇到什么。,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,373,,,,False
character,,,,,,,,,,,,,,,char_222_bpipe,,,,,,,,,,,,,,,,,,,,,,,,,,374,,,,False
name,可敌人也不想在战场上遇到维多利亚的士兵。,,,,,,,,,,,,,,风笛,,,,,,,,,,,,,,,,,,,,,,,,,,375,,,,False
name,......我怕在战略地图前面坐太久，会慢慢把人命看成数字。很可怕。前线和各个驻地的士兵需要有人去告诉他们什么该做，什么不该做。,,,,,,,,,,,,,,风笛,,,,,,,,,,,,,,,,,,,,,,,,,,376,,,,False
name,只有亲身上了战场，才会知道战斗有多残忍，战争有多不该发生。,,,,,,,,,,,,,,风笛,,,,,,,,,,,,,,,,,,,,,,,,,,377,,,,False
character,,,,,,,,,,,,,,,char_010_chen_1,,,,,,,,,,,,,,,,,,,,,,,,,,378,,,,False
name,你还真想改变维多利亚？我以为......以为那是你酒后瞎说的。,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,379,,,,False
character,,,,,,,,,,,,,,,char_222_bpipe,,,,,,,,,,,,,,,,,,,,,,,,,,380,,,,False
name,没，没啊。有那么奇怪吗？！我就......就只是想做点好事。,,,,,,,,,,,,,,风笛,,,,,,,,,,,,,,,,,,,,,,,,,,381,,,,False
character,,,,,,,,,,,,,,,char_010_chen_1,,,,,,,,,,,,,,,,,,,,,,,,,,382,,,,False
name,——,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,383,,,,False
name,好事不易。,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,384,,,,False
name,那我回龙门也是差不多的原因。我不想龙门再发生更多坏事。呆在龙门，解决坏事，阻止坏事。,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,385,,,,False
character,,,,,,,,,,,,,,,char_222_bpipe,,,,,,,,,,,,,,,,,,,,,,,,,,386,,,,False
name,......你是要回去当警察？,,,,,,,,,,,,,,风笛,,,,,,,,,,,,,,,,,,,,,,,,,,387,,,,False
character,,,,,,,,,,,,,,,char_010_chen_1,,,,,,,,,,,,,,,,,,,,,,,,,,388,,,,False
name,警察？,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,389,,,,False
character,,,,,,,,,,,,,,,char_222_bpipe,,,,,,,,,,,,,,,,,,,,,,,,,,390,,,,False
name,哇。我一直觉得陈陈你看上去就是那种，会狠狠地揍歹徒一顿的人。我没看错！,,,,,,,,,,,,,,风笛,,,,,,,,,,,,,,,,,,,,,,,,,,391,,,,False
character,,,,,,,,,,,,,,,char_010_chen_1,,,,,,,,,,,,,,,,,,,,,,,,,,392,,,,False
name,别下结论。但警察......,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,393,,,,False
name,警察也不坏。,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,394,,,,False
name,警察应该也会手握更多线索吧，当年的事，现在的事......不用再靠我那个一脸老谋深算样的舅舅了。,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,395,,,,False
character,,,,,,,,,,,,,,,char_222_bpipe,,,,,,,,,,,,,,,,,,,,,,,,,,396,,,,False
name,......我以前都有点害怕，怕你会去选军事情报科，陈陈这么阴森森的，成了间谍肯定特别可怕。,,,,,,,,,,,,,,风笛,,,,,,,,,,,,,,,,,,,,,,,,,,397,,,,False
character,,,,,,,,,,,,,,,char_010_chen_1,,,,,,,,,,,,,,,,,,,,,,,,,,398,,,,False
name,*维多利亚问候用语*,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,399,,,,False
character,,,,,,,,,,,,,,,char_222_bpipe,,,,,,,,,,,,,,,,,,,,,,,,,,400,,,,False
name,你......！我是不会讲粗话的。哎，我忍得住！,,,,,,,,,,,,,,风笛,,,,,,,,,,,,,,,,,,,,,,,,,,401,,,,False
character,,,,,,,,,,,,,,,char_010_chen_1,,,,,,,,,,,,,,,,,,,,,,,,,,402,,,,False
name,哈。看你能忍到什么时候。,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,403,,,,False
playsound,,$doorknockquite,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,False
character,,,,,,,,,,,,,,,char_222_bpipe,,,,,,,,,,,,,,,,,,,,,,,,,,405,,,,False
name,啊，有人敲门。稍等！来啦！,,,,,,,,,,,,,,风笛,,,,,,,,,,,,,,,,,,,,,,,,,,406,,,,False
name,给陈晖洁小姐的电讯，已经完成了转录，请您检查下终端。为了确保这条信息是您自己阅读的，我需要当面确认。,,,,,,,,,,,,,,学院信使,,,,,,,,,,,,,,,,,,,,,,,,,,407,,,,False
character,,,,,,,,,,,,,,,char_010_chen_1,,,,,,,,,,,,,,,,,,,,,,,,,,408,,,,False
name,什么东西这么大费周章？等我看下。,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,409,,,,False
character,,,,,,,,,,,,,,,char_010_chen_1#3,,,,,,,,,,,,,,,,,,,,,,,,,,410,,,,False
stopmusic,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411,,,,False
name,......,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,412,,,,False
character,,,,,,,,,,,,,,,char_010_chen_1#2,,,,,,,,,,,,,,,,,,,,,,,,,,413,,,,False
name,......你说什么？这......什么？,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,414,,,,False
name,看来您已经收到讯息了。学院没有对高保密内容进行例行检查的权力，如果需要对内容进行进一步的咨询，我推荐您直接回件。,,,,,,,,,,,,,,学院信使,,,,,,,,,,,,,,,,,,,,,,,,,,415,,,,False
name,还需要我做些什么？没有的话，就此告辞。祝两位度过一个美好的下午。,,,,,,,,,,,,,,学院信使,,,,,,,,,,,,,,,,,,,,,,,,,,416,,,,False
character,,,,,,,,,,,,,,,char_222_bpipe,,,,,,,,,,,,,,,,,,,,,,,,,,417,,,,False
name,啊，走了。,,,,,,,,,,,,,,风笛,,,,,,,,,,,,,,,,,,,,,,,,,,418,,,,False
name,......为什么要在走廊上走正步啊。,,,,,,,,,,,,,,风笛,,,,,,,,,,,,,,,,,,,,,,,,,,419,,,,False
name,你脸色很奇怪。就像你刚收到的信息给了你一拳。,,,,,,,,,,,,,,风笛,,,,,,,,,,,,,,,,,,,,,,,,,,420,,,,False
character,,,,,,,,,,,,,,,char_010_chen_1#6,,,,,,,,,,,,,,,,,,,,,,,,,,421,,,,False
name,我也不知道该怎么形容自己的心情。,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,422,,,,False
name,他们知道我朋友的行踪了。,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,423,,,,False
character,,,,,,,,,,,,,,,char_222_bpipe,,,,,,,,,,,,,,,,,,,,,,,,,,424,,,,False
name,那不是好事吗！,,,,,,,,,,,,,,风笛,,,,,,,,,,,,,,,,,,,,,,,,,,425,,,,False
character,,,,,,,,,,,,,,,char_010_chen_1#6,,,,,,,,,,,,,,,,,,,,,,,,,,426,,,,False
name,不。,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,427,,,,False
name,得到她的踪迹这件事......也是她又一次失踪的开始。她......,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,428,,,,False
playmusic,,$darkness01_loop,,,,,,,,,,,$darkness01_intro,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,429,,,,False
character,,,,,,,,,,,,,,,char_010_chen_1#5,,,,,,,,,,,,,,,,,,,,,,,,,,430,,,,False
name,她......杀了当时掳走她的那个人。在这之后又一次......下落不明。,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,431,,,,False
character,,,,,,,,,,,,,,,char_222_bpipe,,,,,,,,,,,,,,,,,,,,,,,,,,432,,,,False
name,呃。,,,,,,,,,,,,,,风笛,,,,,,,,,,,,,,,,,,,,,,,,,,433,,,,False
name,那最少——最少她还活着。,,,,,,,,,,,,,,风笛,,,,,,,,,,,,,,,,,,,,,,,,,,434,,,,False
character,,,,,,,,,,,,,,,char_010_chen_1#5,,,,,,,,,,,,,,,,,,,,,,,,,,435,,,,False
name,你说得对。,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,436,,,,False
name,......毕业后我会立刻回龙门。,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,437,,,,False
character,,,,,,,,,,,,,,,char_222_bpipe,,,,,,,,,,,,,,,,,,,,,,,,,,438,,,,False
name,啊？不是......不是，她不是在乌萨斯吗？我以为你一定要去乌萨斯了，还在想要不要毕业前帮你织几条围巾做饯别礼呢。,,,,,,,,,,,,,,风笛,,,,,,,,,,,,,,,,,,,,,,,,,,439,,,,False
character,,,,,,,,,,,,,,,char_010_chen_1#5,,,,,,,,,,,,,,,,,,,,,,,,,,440,,,,False
name,我在乌萨斯不可能伸得开手脚，但在龙门，我会逐渐扩大自己的优势。龙门的力量在城市间肯定比我一个人的力量强。,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,441,,,,False
name,......我会找到她的。,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,442,,,,False
blocker,,,,,1,0,0,0,2,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443,,,,False
cameraeffect,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grayscale,true,0,444,,,,False
image,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445,,,,False
blocker,,,,,,,,,3,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446,,,,False
