command,text_orig,key,is_skippable,fit_mode,screenadapt,image,width,height,fadetime,time,name,volume,a,r,g,b,afrom,rfrom,gfrom,bfrom,block,duration,xstrength,ystrength,vibrato,randomness,fadeout,intro,crossfade,delay,x,y,xScale,yScale,xFrom,yFrom,xTo,yTo,xScaleFrom,yScaleFrom,xScaleTo,yScaleTo,name2,focus,index,text,jp_text,jp_name,text_match
name,让他们全部感染上矿石病，成为感染者，把你们的痛苦传播给他们？,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287,让他们全部感染上矿石病，成为感染者，把你们的痛苦传播给他们？,皆を鉱石病に感染させ、感染者にして、お前たちの苦しみを広げるか？,ケルシー,True
name,......还是说，你会和他们和平共处？,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,......还是说，你会和他们和平共处？,…それともお前は彼らと平和に共存するか？,ケルシー,True
name,你们能吗？柳德米拉，现在的整合运动能吗？你是想用这样的方式建立感染者的国家，还是说你想用这种方式去对抗乌萨斯？,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289,你们能吗？柳德米拉，现在的整合运动能吗？你是想用这样的方式建立感染者的国家，还是说你想用这种方式去对抗乌萨斯？,できるのか？リュドミラ、今の統合戦線にできるのか？お前はこんな方法で感染者の国を作りたいのか、それともウルサスと戦うためだと言うのか？,ケルシー,True
name,如果你想去对抗乌萨斯，为什么要来龙门？想用恐怖对抗敌人，你该怎么做才能比乌萨斯更恐怖？,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,如果你想去对抗乌萨斯，为什么要来龙门？想用恐怖对抗敌人，你该怎么做才能比乌萨斯更恐怖？,もしウルサスと戦うのが目的なら、なぜ龍門に来た？恐怖で敵と戦うつもりなら、どうすればウルサスより恐ろしくなれる？,ケルシー,True
character,,,,,,,,,,,char_144_red_7#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291,,,,False
name,（凯尔希，她在疑惑。她很害怕，她想逃跑。）,,,,,,,,,,红,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292,（凯尔希，她在疑惑。她很害怕，她想逃跑。）,（ケルシー、彼女は戸惑っている。とても怖がっていて、逃げたいと思っている。）,レッド,True
character,,,,,,,,,,,char_003_kalts_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293,,,,False
name,......,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294,......,……,ケルシー,True
name,Mon3tr，回来。,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295,Mon3tr，回来。,Mon3tr、戻れ。,ケルシー,True
character,,,,,,,,,,,char_144_red_7#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296,,,,False
name,这样好吗？,,,,,,,,,,红,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297,这样好吗？,これでいいのか？,レッド,True
character,,,,,,,,,,,char_003_kalts_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298,,,,False
name,她能听得见。,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299,她能听得见。,彼女は聞こえている。,ケルシー,True
name,“弑君者”，整合运动的仇恨与你的仇恨，已经被人玩弄在股掌之间。,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,“弑君者”，整合运动的仇恨与你的仇恨，已经被人玩弄在股掌之间。,「弑君者」、統合戦線の憎悪もお前の憎悪も、既に操られている。,ケルシー,True
name,想一想你的父亲，想想伊利亚他对你的教育吧。,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,想一想你的父亲，想想伊利亚他对你的教育吧。,お前の父を思い出せ、イリヤがどのようにお前を育てたか考えろ。,ケルシー,True
name,想一想，你究竟想向谁复仇？,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,想一想，你究竟想向谁复仇？,考えろ、お前は誰に復讐したいのか？,ケルシー,True
name,引你走上这条用刺杀与恐怖铺成的道路......你的领袖并不是什么心性正常的人。,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303,引你走上这条用刺杀与恐怖铺成的道路......你的领袖并不是什么心性正常的人。,刺殺と恐怖で道を築かせたお前の首領は、とても正気の者ではない。,ケルシー,True
name,真正理想主义的人，不会放任别人为自己而死，更不会让别人代自己行凶。,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304,真正理想主义的人，不会放任别人为自己而死，更不会让别人代自己行凶。,真の理想主義者は他人を死に追いやらず、他人に殺害を委ねはしない。,ケルシー,True
name,离开这里。走吧，离开这里，换一条路走。,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305,离开这里。走吧，离开这里，换一条路走。,ここから去れ。行け、ここを離れて、別の道を歩め。,ケルシー,True
name,去换一条真正能改变这片大地的路......如果你真的想的话。,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306,去换一条真正能改变这片大地的路......如果你真的想的话。,この地を本当に変えられる道に……本当に望むならな。,ケルシー,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308,,,,False
blocker,,,,,,,,,1,,,,1,0,0,0,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,309,,,,False
blocker,,,,,,,,,1,,,,0,0,0,0,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,310,,,,False
character,,,,,,,,,,,char_144_red_7#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311,,,,False
name,她的气味消失了。,,,,,,,,,,红,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312,她的气味消失了。,あの匂いが消えた。,レッド,True
name,凯尔希是不是一直想见她？现在为什么不杀她？,,,,,,,,,,红,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313,凯尔希是不是一直想见她？现在为什么不杀她？,ケルシーはずっと彼女に会いたかったのか？なぜ今は殺さない？,レッド,True
character,,,,,,,,,,,char_003_kalts_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,,,,False
name,我们该不该杀死一条没家的鬣狗，即使这个家是虚假的？,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315,我们该不该杀死一条没家的鬣狗，即使这个家是虚假的？,家のないハイエナを殺すべきか？たとえその家が偽物でも？,ケルシー,True
character,,,,,,,,,,,char_144_red_7#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316,,,,False
name,问题好难。红不知道。,,,,,,,,,,红,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,问题好难。红不知道。,難しい問題だ。レッドにはわからない。,レッド,True
character,,,,,,,,,,,char_003_kalts_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318,,,,False
name,那么，红，她会为杀了我这件事感到喜悦吗？,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319,那么，红，她会为杀了我这件事感到喜悦吗？,ならばレッド、あの子は私を殺して嬉しいのか？,ケルシー,True
character,,,,,,,,,,,char_144_red_7#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,,,,False
name,不会。她现在也很痛苦。,,,,,,,,,,红,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,不会。她现在也很痛苦。,違う。今彼女はとても苦しんでいる。,レッド,True
character,,,,,,,,,,,char_003_kalts_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,,,,False
name,我们不代表法律，也无权审判别人。我们有能力去杀害别人，却没有任何权力宣称杀戮是正确的。,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323,我们不代表法律，也无权审判别人。我们有能力去杀害别人，却没有任何权力宣称杀戮是正确的。,私たちは法律を代表するわけでもなく、他人を裁く権利もない。人を殺す力はあっても、殺戮が正しいと宣言する権利はない。,ケルシー,True
name,如果她对谋杀感到兴奋与快乐，我会立刻杀死她。我一定会这么选。,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,如果她对谋杀感到兴奋与快乐，我会立刻杀死她。我一定会这么选。,もし彼女が殺害に興奮や喜びを感じていたら、私はすぐに彼女を殺す。必ずそうするだろう。,ケルシー,True
character,,,,,,,,,,,char_144_red_7#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,,,,False
name,红知道。她不开心，她的呼吸很乱。,,,,,,,,,,红,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326,红知道。她不开心，她的呼吸很乱。,レッドはわかっている。彼女は嬉しくない、息が乱れている。,レッド,True
character,,,,,,,,,,,char_003_kalts_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327,,,,False
name,现在的她会成为一株病毒毒株，在狂热的切尔诺伯格感染者中散布“不安”这种病毒。,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328,现在的她会成为一株病毒毒株，在狂热的切尔诺伯格感染者中散布“不安”这种病毒。,今の彼女は一つのウイルス株となり、狂信的なチェルノボーグの感染者たちの間に「不安」という病を広めている。,ケルシー,True
name,......一个人能活多少年岁，又能走过多少路？我们被蒙蔽的时间，总比我们看清事实的时候更多。,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329,......一个人能活多少年岁，又能走过多少路？我们被蒙蔽的时间，总比我们看清事实的时候更多。,……人は何年生き、どれだけの道を歩めるだろう？私たちは真実を見るよりも多くの時間、目を曇らせている。,ケルシー,True
name,何况认清事实和做出选择又是另外两回事。,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330,何况认清事实和做出选择又是另外两回事。,ましてや真実を認識することと選択をすることは別の話だ。,ケルシー,True
name,在她从集体复仇心理中清醒过来的那天，她会离开整合运动。即使如此，谢尔盖的血，切尔诺伯格人的血，永远在她指缝间流淌。,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331,在她从集体复仇心理中清醒过来的那天，她会离开整合运动。即使如此，谢尔盖的血，切尔诺伯格人的血，永远在她指缝间流淌。,彼女が集団復讐の思考から目覚める日、統合戦線を去るだろう。それでもセルゲイの血が、チェルノボーグの人々の血が、永遠に彼女の指の間を流れていく。,ケルシー,True
name,红......做出选择以后，就没办法再回头了。,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332,红......做出选择以后，就没办法再回头了。,レッド……選択をすれば、もう後戻りはできない。,ケルシー,True
character,,,,,,,,,,,char_144_red_7#6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333,,,,False
name,红明白。红会努力，只杀狼。,,,,,,,,,,红,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,红明白。红会努力，只杀狼。,レッドはわかっている。レッドは頑張る、狼だけを殺す。,レッド,True
character,,,,,,,,,,,char_003_kalts_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335,,,,False
name,好孩子。,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,好孩子。,いい子だ。,ケルシー,True
name,那种味道你记下了？,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337,那种味道你记下了？,あの匂い、覚えたか？,ケルシー,True
character,,,,,,,,,,,char_144_red_7#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338,,,,False
name,红记下了。,,,,,,,,,,红,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339,红记下了。,レッドは覚えた。,レッド,True
character,,,,,,,,,,,char_003_kalts_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340,,,,False
name,是什么样的味道？,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,是什么样的味道？,どんな匂いだ？,ケルシー,True
character,,,,,,,,,,,char_144_red_7#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,,,,False
name,......不讨厌。,,,,,,,,,,红,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343,......不讨厌。,……嫌いじゃない。,レッド,True
name,虽然有血腥味，但不是凯尔希你刚才说的那种，什么心性什么常的人。,,,,,,,,,,红,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344,虽然有血腥味，但不是凯尔希你刚才说的那种，什么心性什么常的人。,血の匂いはあるけど、ケルシーが言ったような心性とか常識のある匂いじゃない。,レッド,True
character,,,,,,,,,,,char_003_kalts_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,,,,False
name,真傻，塔露拉是德拉克人，狼怎么会是她呢？,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,真傻，塔露拉是德拉克人，狼怎么会是她呢？,ばかだな、タルラはドラケン族だ。狼なわけがない。,ケルシー,True
character,,,,,,,,,,,char_144_red_7#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347,,,,False
name,唔唔。,,,,,,,,,,红,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348,唔唔。,うんうん。,レッド,True
name,走吗？,,,,,,,,,,红,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,走吗？,行くか？,レッド,True
character,,,,,,,,,,,char_003_kalts_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,,,,False
name,嗯，走吧。,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351,嗯，走吧。,ああ、行こう。,ケルシー,True
name,......气温下降了。时间很紧迫，是时候提高效率了。,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352,......气温下降了。时间很紧迫，是时候提高效率了。,……気温が下がった。時間がない、効率を上げる時だ。,ケルシー,True
delay,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,,,,False
blocker,,,,,,,,,2,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,355,,,,False
image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,,,,False
