command,text_orig,name,image,name2,index,text,jp_text,jp_name,text_match
,在多次吞吐词句后，她还是开口了。,,,,549,在多次吞吐词句后，她还是开口了。,何度も言葉を飲み込みながら、彼女は口を開いた。,,True
name,你又从谁那里看到了些什么景象？听到了什么遗言？,塔露拉？,,,550,你又从谁那里看到了些什么景象？听到了什么遗言？,また誰からどんな光景を見たのですか？どんな遺言を聞いたのですか？,タルラ？,True
name,卡特斯，将死之人才喜欢复述业已腐朽的辞句。过去的一切都伤不了我。,塔露拉？,,,551,卡特斯，将死之人才喜欢复述业已腐朽的辞句。过去的一切都伤不了我。,カーテス、死にゆく者だけが朽ち果てた言葉を繰り返すのを好むのです。過去のすべては私を傷つけられません。,タルラ？,True
dialog,,,,,552,,,,True
playsound,,,,,553,,,,True
playsound,,,,,554,,,,True
playsound,,,,,555,,,,True
camerashake,,,,,556,,,,True
,与此同时，她敲打着剑柄，轻轻拨开眼前晃动的空气，将高温泼洒向同是感染者的两人。,,,,557,与此同时，她敲打着剑柄，轻轻拨开眼前晃动的空气，将高温泼洒向同是感染者的两人。,その間、彼女は剣柄を叩き、目の前で揺れる空気を軽くかき分け、高温を同じ感染者の二人に浴びせかけた。,,True
character,,char_010_chen_1#2,,,558,,,char_010_chen_1#2,True
playsound,,,,,559,,,,True
,陈大吼。就在她要出剑之前，她忽然觉得，也许这一剑让阿米娅来更好。,,,,560,陈大吼。就在她要出剑之前，她忽然觉得，也许这一剑让阿米娅来更好。,チェンは大声を上げた。彼女が剣を抜こうとした瞬間、突然、この一撃はアーミヤに任せた方が良いかもしれないと感じた。,,True
dialog,,,,,561,,,,True
character,,avg_npc_087#3,,,562,,,avg_npc_087#3,True
name,赤霄，奔夜！,阿米娅,,,563,赤霄，奔夜！,赤霄、奔夜！,アーミヤ,True
camerashake,,,,,564,,,,True
playsound,,,,,565,,,,True
blocker,,,,,566,,,,True
blocker,,,,,567,,,,True
character,,avg_npc_087#2,,,568,,,avg_npc_087#2,True
,她侧过头看着陈，笑了一笑。,,,,569,她侧过头看着陈，笑了一笑。,彼女は横を向き、チェンを見て、笑みを浮かべた。,,True
name,呃，不好意思，是这样的剑术，没错吧？,阿米娅,,,570,呃，不好意思，是这样的剑术，没错吧？,えっと、すみません、こんな剣術で合っていますか？,アーミヤ,True
dialog,,,,,571,,,,True
character,,,,,572,,,,True
,蓝色？黑色......大概是青色。很好看。相比之下赤霄实在是太血腥了。,,,,573,蓝色？黑色......大概是青色。很好看。相比之下赤霄实在是太血腥了。,青色？黒？……多分シアン色。とても綺麗です。それに比べて赤霄はほんとうに血なまぐさい。,,True
,陈这时心想，这场战斗也许就该这样。,,,,574,陈这时心想，这场战斗也许就该这样。,チェンはその時、この戦いはたぶんこうあるべきだと思った。,,True
,供氧装置已经在战斗中被焚毁，背着氧气盒子和一条火龙干架纯属是想炸死自己。,,,,575,供氧装置已经在战斗中被焚毁，背着氧气盒子和一条火龙干架纯属是想炸死自己。,酸素供給装置は戦闘中に燃え尽き、酸素ボンベを背負って火龍と戦うのは自爆しようとしているようなものだ。,,True
,陈没好气地丢掉了多余的装备，深感自己的准备规划还是做得过于草率。,,,,576,陈没好气地丢掉了多余的装备，深感自己的准备规划还是做得过于草率。,チェンは不機嫌に余分な装備を投げ捨て、自分の準備計画がまだ粗すぎたと痛感した。,,True
dialog,,,,,577,,,,True
delay,,,,,578,,,,True
character,,char_010_chen_1#5,,,579,,,char_010_chen_1#5,True
name,阿米娅，可没剩多少时间了，她打算把这里的氧气烧干。,陈,,,580,阿米娅，可没剩多少时间了，她打算把这里的氧气烧干。,アーミヤ、もうあまり時間が残っていない。彼女はここにある酸素を全部燃やし尽くすつもりだ。,チェン,True
,身旁的兔子同样也身经百战，这句提醒肯定是不必要的，但足够转移自己的注意力了。,,,,581,身旁的兔子同样也身经百战，这句提醒肯定是不必要的，但足够转移自己的注意力了。,隣のウサギも同じく多くの戦いを経験しているので、この忠告は必要ないが、自分の注意力をそらすには十分だった。,,True
,这么做的原因只有一个。陈要转移自己的注意力。陈深深地吸了一口气。,,,,582,这么做的原因只有一个。陈要转移自己的注意力。陈深深地吸了一口气。,こうする理由は一つだけ。チェンは自分の注意力を切り替えようとしているのだ。チェンは深く息を吸い込んだ。,,True
,现在的自己一点也不冷静。,,,,583,现在的自己一点也不冷静。,今の自分はまったく冷静ではない。,,True
,不甘被剑鞘束缚，锋芒暂敛的赤霄剑在匣中剧烈颤动，也像是为了之后那场猛烈的释放而压抑到癫狂。,,,,584,不甘被剑鞘束缚，锋芒暂敛的赤霄剑在匣中剧烈颤动，也像是为了之后那场猛烈的释放而压抑到癫狂。,鞘に縛られるのを嫌い、鋭さを一時的に隠している赤霄剣は鞘の中で激しく震え、まるでこれからの激しい解放に備えて狂気じみて抑えているかのようだった。,,True
,不过，很可能只是因为自己的手在颤抖。,,,,585,不过，很可能只是因为自己的手在颤抖。,ただ、多分自分の手が震えているだけだろう。,,True
,这么多年来，只有这次......只有这次，陈确实感受到了赤霄剑的强韧，她生怕自己握不住剑，却也不由得和这把剑一同狂喜。,,,,586,这么多年来，只有这次......只有这次，陈确实感受到了赤霄剑的强韧，她生怕自己握不住剑，却也不由得和这把剑一同狂喜。,長年のうちで、今回だけ……今回だけ、チェンは確かに赤霄剣の強靭さを感じた。剣を握り損ねることを恐れながらも、この剣と共に喜びに震えたのだ。,,True
,陈好像突然明白了。赤霄没有意志，赤霄的意志来自用剑的人。,,,,587,陈好像突然明白了。赤霄没有意志，赤霄的意志来自用剑的人。,チェンは突然理解したようだった。赤霄には意思はなく、赤霄の意思は剣を使う者から来るのだと。,,True
,之前的她不是拔不出赤霄。她是没碰到那个必须要用这把剑的时候。,,,,588,之前的她不是拔不出赤霄。她是没碰到那个必须要用这把剑的时候。,以前の彼女は赤霄を抜けなかったのではない。使わなければならない時がまだ来ていなかったのだ。,,True
,而现在，面前的熊熊烈火，面前的恶棍，面前久违的友人，亲人与罪人，以及彻底的绝境，重重地压在了她身上。,,,,589,而现在，面前的熊熊烈火，面前的恶棍，面前久违的友人，亲人与罪人，以及彻底的绝境，重重地压在了她身上。,そして今、目の前の燃え盛る炎、目の前の悪党、久々の友人、親族と罪人、そして完全な絶望が重く彼女を押しつぶしている。,,True
,颤抖渐止，陈感觉已经是时候了。赤霄等得太久了。,,,,590,颤抖渐止，陈感觉已经是时候了。赤霄等得太久了。,震えは次第に収まり、チェンはもう時が来たと感じた。赤霄は長すぎる間待っていたのだ。,,True
,自己也等得太久了。,,,,591,自己也等得太久了。,自分自身も長い間待っていたのだ。,,True
character,,avg_npc_087#3,,,592,,,avg_npc_087#3,True
name,陈小姐，请等等。我们也许能伤害到她，我们可能有这种能力。就算我们能杀她也没用。,阿米娅,,,593,陈小姐，请等等。我们也许能伤害到她，我们可能有这种能力。就算我们能杀她也没用。,チェンさん、どうかお待ちください。私たちはもしかすると彼女にダメージを与えることができるかもしれません、そういう能力があるのです。たとえ殺せたとしても無意味です。,アーミヤ,True
dialog,,,,,594,,,,True
character,,,,,595,,,,True
,阿米娅也觉得这不像是自己在说话。,,,,596,阿米娅也觉得这不像是自己在说话。,アーミヤ自身もこれは自分の言葉ではないように感じていた。,,True
,她像一把利刃，像一把被不公和惨事压弯了剑身的利刃，尽管如此，阿米娅却觉得，这利刃会弹回原状，锋利如初。,,,,597,她像一把利刃，像一把被不公和惨事压弯了剑身的利刃，尽管如此，阿米娅却觉得，这利刃会弹回原状，锋利如初。,彼女は鋭い刃のようであり、不正や惨事に曲げられた刃のようでもあった。しかし、それでもアーミヤは、その刃は元に戻り、初めの如く鋭くなると感じていた。,,True
,她感觉自己有点像陈。,,,,598,她感觉自己有点像陈。,彼女は自分が少しチェンに似ていると感じた。,,True
,也不坏。她终究不可能是陈。,,,,599,也不坏。她终究不可能是陈。,それも悪くない。彼女は結局チェンにはなれないのだろう。,,True
,阿米娅望着塔露拉。,,,,600,阿米娅望着塔露拉。,アーミヤはタルラを見つめました。,,True
,陈小姐，以前你抓捕犯人，是为了鞭打他和侮辱他吗？是为了夺走他的生命吗？,,,,601,陈小姐，以前你抓捕犯人，是为了鞭打他和侮辱他吗？是为了夺走他的生命吗？,チェンさん、以前あなたが犯人を捕まえたのは、彼を鞭打ち侮辱するためでしたか？彼の命を奪うためでしたか？,,True
,她的无名怒火却不像陈。她感到被背叛，感到被驱使，感到被孤立，她在历经一个尚未结束的故事，一个灰暗却依然还在的未来。,,,,602,她的无名怒火却不像陈。她感到被背叛，感到被驱使，感到被孤立，她在历经一个尚未结束的故事，一个灰暗却依然还在的未来。,彼女の名もなき怒りはチェンとは違います。彼女は裏切られたと感じ、駆り立てられ、孤立を感じています。彼女はまだ終わっていない物語、暗くそれでもなお続く未来を経験しています。,,True
character,,avg_npc_087#3,,,603,,,avg_npc_087#3,True
name,那应该只是个结果，我想。何况我们并没那个权力。,阿米娅,,,604,那应该只是个结果，我想。何况我们并没那个权力。,それはただの結果に過ぎないと思います。まして私たちにはそんな権利もありません。,アーミヤ,True
name,我知道，你会说，就这样洗脱她的嫌疑也太容易了。,阿米娅,,,605,我知道，你会说，就这样洗脱她的嫌疑也太容易了。,わかっています、あなたはこう言うでしょう、これで彼女の嫌疑を晴らすのはあまりにも簡単すぎると。,アーミヤ,True
name,不，陈长官......陈小姐。不对。,阿米娅,,,606,不，陈长官......陈小姐。不对。,いいえ、チェン長官……チェンさん、それは間違っています。,アーミヤ,True
name,但她的嫌疑是否能洗脱，还要等到事解决之后。,阿米娅,,,607,但她的嫌疑是否能洗脱，还要等到事解决之后。,しかし彼女の嫌疑が晴れるかどうかは、事が解決した後でなければ分かりません。,アーミヤ,True
character,,char_010_chen_1,,,608,,,char_010_chen_1,True
,陈咬住嘴唇，直到出血。血亲相残，她怎么会为这种事感到喜悦？她说不清。,,,,609,陈咬住嘴唇，直到出血。血亲相残，她怎么会为这种事感到喜悦？她说不清。,チェンは唇を噛み締め、血がにじむまで我慢しました。血縁同士の争い、彼女がそんなことに喜びを感じるはずがありません。言葉にできません。,,True
,她忍住没将赤霄举起。,,,,610,她忍住没将赤霄举起。,彼女はチーシャオを手に取るのを堪えました。,,True
,她叹了一口气。,,,,611,她叹了一口气。,彼女はため息をつきました。,,True
name,没错。那只是结果。我首先要让他们罪有应得。死要留到判刑以后。,陈,,,612,没错。那只是结果。我首先要让他们罪有应得。死要留到判刑以后。,その通りです。それはただの結果に過ぎません。まず彼らに相応の罰を受けさせます。死は判決の後にするべきです。,チェン,True
character,,char_011_talula_1,,,613,,,char_011_talula_1,True
name,你们的信心是从哪里来的？,塔露拉？,,,614,你们的信心是从哪里来的？,あなたたちの自信はどこから来るのですか？,タルラ？,True
character,,char_010_chen_1,,,615,,,char_010_chen_1,True
name,这不叫信心，怪物。,陈,,,616,这不叫信心，怪物。,それは自信ではありません、怪物。,チェン,True
name,这叫责任。,陈,,,617,这叫责任。,それは責任というものです。,チェン,True
,陈昂首挺胸。,,,,618,陈昂首挺胸。,チェンは胸を張って堂々としました。,,True
character,,avg_npc_087#3,,,619,,,avg_npc_087#3,True
name,我们有义务。,阿米娅,,,620,我们有义务。,私たちには義務があります。,アーミヤ,True
name,科西切，你却什么都没有。,阿米娅,,,621,科西切，你却什么都没有。,コシチェ、あなたには何もありません。,アーミヤ,True
name,你的身躯是借来的，你的谎言会被戳穿，你的火焰在赤霄前摇摇欲坠。,阿米娅,,,622,你的身躯是借来的，你的谎言会被戳穿，你的火焰在赤霄前摇摇欲坠。,あなたの身体は借り物で、嘘は暴かれ、あなたの炎はチーシャオの前でぐらついています。,アーミヤ,True
name,你把这里选作战场，盘踞在你的武器和伪装之上，你没有离开核心城，既是傲慢，也是愚鲁。,阿米娅,,,623,你把这里选作战场，盘踞在你的武器和伪装之上，你没有离开核心城，既是傲慢，也是愚鲁。,あなたはここを戦場に選び、武器と偽装に依りかかっています。核心都市を離れなかったのは、傲慢であり愚かでもあります。,アーミヤ,True
name,你作茧自缚，已经无处可逃。,阿米娅,,,624,你作茧自缚，已经无处可逃。,あなたは自分で身動きを封じ、逃げ場はもうありません。,アーミヤ,True
dialog,,,,,625,,,,True
blocker,,,,,626,,,,True
image,,,,,627,,,,True
