command,text_orig,key,is_skippable,fit_mode,a,r,g,b,fadetime,block,image,screenadapt,effect,amount,keep,volume,time,slot ,duration,isblock,name,end,layer,id,x,y,alignment,size,delay,width,xstrength,ystrength,vibrato,randomness,fadeout,loop,channel,options,values,references,slot,posfrom,posto,afrom,ato,intro,focus,xScale,yScale,xFrom,xTo,xScaleFrom,yScaleFrom,xScaleTo,yScaleTo,imagegroup,solidwidth,solidheight,duration ,ease,type,from,to,style,sfrom,sto,sduration,option_number,index,text,jp_text,jp_name,text_match
blocker,,,,,1,0,0,0,0.05,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,244,,,,False
blocker,,,,,0,0,0,0,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,245,,,,False
playsound,,$d_avg_shdwblwvr,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,246,,,,False
charslot,,,,,,,,,,,,,,,,,,,1.5,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,247,,,,False
delay,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,248,,,,False
charslot,,,,,,,,,,,,,,,,,,,,,avg_017_huang_1#4$2,,,,,,,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,0,249,,,,False
name,是我的错觉吗？这里原地产生敌人的速度好像变慢了？,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,250,是我的错觉吗？这里原地产生敌人的速度好像变慢了？,錯覚かな？ここの敵の発生速度が遅くなった気がする？,コウ,True
charslot,,,,,,,,,,,,,,,,,,,,,avg_npc_1730_1#3$1,,,,,,,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,0,251,,,,False
name,这里是PRTS的核心系统，从一开始，它就是在读取我们以往面对过的敌人的数据并复制出来。,,,,,,,,,,,,,,,,,,,,Raidian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,252,这里是PRTS的核心系统，从一开始，它就是在读取我们以往面对过的敌人的数据并复制出来。,ここはPRTSのコアシステムで、最初から私たちが対峙した敵のデータを読み取り複製しています。,レイディアン,True
name,但是现在它读取资料库数据的速度变慢了，似乎是受到了一些阻碍......,,,,,,,,,,,,,,,,,,,,Raidian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,253,但是现在它读取资料库数据的速度变慢了，似乎是受到了一些阻碍......,しかし今はデータベースの読み取り速度が遅くなっており、何かに妨げられているようです……。,レイディアン,True
name,看来是博士那边的行动奏效了。,,,,,,,,,,,,,,,,,,,,Raidian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,254,看来是博士那边的行动奏效了。,どうやらドクターの方の行動が効果を上げたようです。,レイディアン,True
charslot,,,,,,,,,,,,,,,,,,"m"", name = ""avg_4132_ascln_1#4$1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,255,,,,False
name,抓紧这个机会，一举攻破它。,,,,,,,,,,,,,,,,,,,,阿斯卡纶,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,256,抓紧这个机会，一举攻破它。,このチャンスを掴んで、一気に突破しましょう。ですます調でお話ししますね。,アスカロン,True
name,我们要到Abyss深处去......还有人在等着我们。,,,,,,,,,,,,,,,,,,,,阿斯卡纶,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,257,我们要到Abyss深处去......还有人在等着我们。,私たちはAbyssの深部へ進みます……まだ誰かが私たちを待っています。ですます調でお話ししますね。,アスカロン,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,258,,,,False
stopmusic,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,259,,,,False
blocker,,,,,0,0,0,0,0,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,260,,,,False
blocker,,,,,1,0,0,0,2,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,261,,,,False
charslot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,262,,,,False
background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,263,,,,False
name,Mon3tr，熔毁。,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,264,Mon3tr，熔毁。,Mon3tr、溶解せよ。,ケルシー,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,265,,,,False
blocker,,,,,0,0,0,0,0.1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,266,,,,False
playsound,,$p_skill_chimera,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,267,,,,False
delay,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,268,,,,False
playsound,,$b_char_fireharm,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,269,,,,False
delay,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,270,,,,False
playsound,,$b_char_fireharm,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,271,,,,False
delay,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,272,,,,False
playsound,,$b_char_fireharm,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,273,,,,False
playsound,,$d_gen_explo_n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,274,,,,False
blocker,,,,,0,255,255,255,0,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,275,,,,False
blocker,,,,,1,255,255,255,0.05,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,276,,,,False
blocker,,,,,0,255,255,255,0.05,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,277,,,,False
blocker,,,,,1,255,255,255,0.05,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,278,,,,False
blocker,,,,,0,255,255,255,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,279,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,280,,,,False
blocker,,,,,0,0,0,0,0,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,281,,,,False
effect,,,,,,,,,,,,,,,,,,,,,$e_sand_transition,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,282,,,,False
playsound,,$d_avg_sand_lp,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,true,sa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,283,,,,False
delay,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,284,,,,False
background,,,,,,,,,,,60_g13_rhodesdeck_origin,coverall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,285,,,,False
stopsound,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,sa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,286,,,,False
delay,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,287,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,288,,,,False
decision,我们......打败她了吗？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,我们......打败她了吗？,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,289,我们......打败她了吗？,私たちは……彼女を倒したのですか？,,True
predicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,290,,,,False
charslot,,,,,,,,,,,,,,,,,,"m"", name = ""avg_003_kalts_1#3$1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,291,,,,False
name,......,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,292,......,……,ケルシー,True
charslot,,,,,,,,,,,,,,,,,,"m"", name = ""avg_1037_amiya3_1#1$3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,293,,,,False
name,我感受不到......任何生命的迹象，感受不到任何情绪......,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,294,我感受不到......任何生命的迹象，感受不到任何情绪......,私は感じません……どんな生命の兆しも、どんな感情も……ですます調でお話ししますね。,アーミヤ,True
name,或许......,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,295,或许......,もしかすると……ですます調でお話ししますね。,アーミヤ,True
charslot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,296,,,,False
name,玩闹可以到此为止吗？,,,,,,,,,,,,,,,,,,,,？？？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,297,玩闹可以到此为止吗？,ふざけるのはこれまでにしてもらえますか？,？？？,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,298,,,,False
playmusic,,$m_act1mainss_bat1_loop,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$m_act1mainss_bat1_intro,,,,,,,,,,,,,,,,,,,,,,0,299,,,,False
playsound,,$d_avg_drkcludsthdr,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,true,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,300,,,,False
soundvolume,,,,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,301,,,,False
playsound,,$d_gen_walk_n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,302,,,,False
charslot,,,,,,,,,,,,,,,,,,"m"", name = ""avg_npc_1718_1#1$1",1.5,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,303,,,,False
delay,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,304,,,,False
charslot,,,,,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,,,,,,,,,,,,,,,,,,,,,0,305,,,,False
decision,怎么回事......！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,怎么回事......！,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,306,怎么回事......！,どういうこと……！,,True
predicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,307,,,,False
charslot,,,,,,,,,,,,,,,,,,"m"", name = ""avg_1037_amiya3_1#5$3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,308,,,,False
name,这怎么会——,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,309,这怎么会——,これはどういうことでしょう——ですます調でお話ししますね。,アーミヤ,True
camerashake,,,,,,,,,,false,,,,,,,,,0.3,,,,,,,,,,,,30,30,30,90,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,310,,,,False
charslot,,,,,,,,,,,,,,,,,,"m"", name = ""avg_003_kalts_1#7$1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,311,,,,False
name,博士、阿米娅，后退！,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,312,博士、阿米娅，后退！,ドクター、アーミヤ、下がって！,ケルシー,True
charslot,,,,,,,,,,,,,,,,,,"m"", name = ""avg_npc_1718_1#1$1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,313,,,,False
name,有力的反抗，AMa-10，你的计划奏效了。,,,,,,,,,,,,,,,,,,,,普瑞赛斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,314,有力的反抗，AMa-10，你的计划奏效了。,力強い反抗ですね、AMa-10。あなたの計画は成功しました。ですます調でお話ししますね。,プルシーズ,True
name,诚如你所说，现在你们的确有杀死我的机会......,,,,,,,,,,,,,,,,,,,,普瑞赛斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,315,诚如你所说，现在你们的确有杀死我的机会......,あなたが言う通り、今あなたたちには私を殺すチャンスがありますね……。ですます調でお話ししますね。,プルシーズ,True
charslot,,,,,,,,,,,,,,,,,,"m"", name = ""avg_npc_1718_1#10$1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,316,,,,False
name,可是，只是一个用源石塑造出的替身，就会让你如此慌张吗？,,,,,,,,,,,,,,,,,,,,普瑞赛斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,317,可是，只是一个用源石塑造出的替身，就会让你如此慌张吗？,しかし、ただの源石で作られた分身で、そんなに動揺するのですか？ですます調でお話ししますね。,プルシーズ,True
charslot,,,,,,,,,,,,,,,,,,"m"", name = ""avg_003_kalts_1#6$1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,318,,,,False
name,......！,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,319,......！,……！,ケルシー,True
charslot,,,,,,,,,,,,,,,,,,"m"", name = ""avg_npc_1718_1#10$1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,320,,,,False
name,AMa-10，我无意与你辩论你信奉的价值。,,,,,,,,,,,,,,,,,,,,普瑞赛斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,321,AMa-10，我无意与你辩论你信奉的价值。,AMa-10、私はあなたが信じる価値観を議論するつもりはありません。ですます調でお話ししますね。,プルシーズ,True
name,你一直以来所坚持的事，它们太渺小，我甚至无法找到一种可信的逻辑架构来评价它们的意义。,,,,,,,,,,,,,,,,,,,,普瑞赛斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,322,你一直以来所坚持的事，它们太渺小，我甚至无法找到一种可信的逻辑架构来评价它们的意义。,あなたがずっと主張してきたことは小さすぎて、私はそれらの意味を評価するための信頼できる論理構造を見つけられません。ですます調でお話ししますね。,プルシーズ,True
name,可是实验中的确会出现这样的情况，一些细小的误差，最终造成了巨大的妨碍。我不得不接受这样的结果。,,,,,,,,,,,,,,,,,,,,普瑞赛斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,323,可是实验中的确会出现这样的情况，一些细小的误差，最终造成了巨大的妨碍。我不得不接受这样的结果。,しかし実験では確かにこのようなことがあります。小さな誤差が最終的に大きな障害になります。私はその結果を受け入れざるを得ません。ですます調でお話ししますね。,プルシーズ,True
name,我很遗憾，要将你当作这个误差来抹除。,,,,,,,,,,,,,,,,,,,,普瑞赛斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,324,我很遗憾，要将你当作这个误差来抹除。,残念ですが、私はあなたをこの誤差として抹消しなければなりません。ですます調でお話ししますね。,プルシーズ,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,325,,,,False
charslot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,326,,,,False
playsound,,$d_avg_crystalrise,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,327,,,,False
playsound,,$d_avg_erthshkng,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,true,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,328,,,,False
camerashake,,,,,,,,,,false,,,,,,,,,4,,,,,,,,,,,,10,10,90,90,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,329,,,,False
stopsound,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,330,,,,False
delay,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,331,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,332,,,,False
charslot,,,,,,,,,,,,,,,,,,"m"", name = ""avg_1037_amiya3_1#4$3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,333,,,,False
name,博士！躲在我身后——,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,334,博士！躲在我身后——,ドクター！私の後ろに隠れて——ですます調でお話ししますね。,アーミヤ,True
charslot,,,,,,,,,,,,,,,,,,"m"", name = ""avg_003_kalts_1#4$1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,335,,,,False
name,——！,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,336,——！,――！,ケルシー,True
camerashake,,,,,,,,,,false,,,,,,,,,0.3,,,,,,,,,,,,30,30,30,90,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,337,,,,False
charslot,,,,,,,,,,,,,,,,,,"m"", name = ""avg_003_kalts_1#7$1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,338,,,,False
name,Mon3tr——,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,339,Mon3tr——,Mon3tr――,ケルシー,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,340,,,,False
charslot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,341,,,,False
effect,,,,,,,,,,,,,,,,,,,,,"$e_amiya_atk_01"", layer = 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,342,,,,False
playsound,,$p_skill_chimera,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,343,,,,False
blocker,,,,,0,0,0,0,0,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,344,,,,False
blocker,,,,,0.8,1,1,1,0.1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,345,,,,False
blocker,,,,,0.8,0,0,0,0.1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,346,,,,False
blocker,,,,,0.8,1,1,1,0.1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,347,,,,False
blocker,,,,,0,0,0,0,0.4,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,348,,,,False
delay,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,349,,,,False
camerashake,,,,,,,,,,false,,,,,,,,,1,,,,,,,,,,,,40,40,30,90,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,350,,,,False
playsound,,$d_gen_explo_n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,351,,,,False
blocker,,,,,0,255,255,255,0,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,352,,,,False
blocker,,,,,1,255,255,255,0.05,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,353,,,,False
blocker,,,,,0,255,255,255,0.05,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,354,,,,False
blocker,,,,,1,255,255,255,0.05,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,355,,,,False
blocker,,,,,0,255,255,255,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,356,,,,False
charslot,,,,,,,,,,,,,,,,,,"m"", name = ""avg_npc_1718_1#8$1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,357,,,,False
name,可惜。,,,,,,,,,,,,,,,,,,,,普瑞赛斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,358,可惜。,残念です。ですます調でお話ししますね。,プルシーズ,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,359,,,,False
stopsound,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,360,,,,False
stopmusic,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,361,,,,False
charslot,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,362,,,,False
camerashake,,,,,,,,,,false,,,,,,,,,6,,,,,,,,,,,,5,5,90,90,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,363,,,,False
playsound,,$d_avg_scrystalroad,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,true,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,364,,,,False
delay,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,365,,,,False
stopsound,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,366,,,,False
playsound,,$d_avg_phntsmbrek,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,367,,,,False
playsound,,$d_avg_phntsmglsbrek,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,368,,,,False
blocker,,,,,0,255,255,255,0,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,369,,,,False
blocker,,,,,1,255,255,255,0.1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,370,,,,False
background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,371,,,,False
blocker,,,,,0,255,255,255,2,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,372,,,,False
delay,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,373,,,,False
blocker,,,,,0,0,0,0,0,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,374,,,,False
blocker,,,,,1,0,0,0,2,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,375,,,,False
background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,376,,,,False
cameraeffect,,,,,,,,,,,,,Grayscale,0.8,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,377,,,,False
image,,,,,,,,,,,avg_ac8mi_melancholic_kalts,coverall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,1.1,,,,,,,,,,,,,,,,,,,0,378,,,,False
