command,text_orig,key,is_skippable,fit_mode,time,a,r,g,b,fadetime,block,intro,volume,image,xScale,yScale,xScaleFrom,yScaleFrom,xScaleTo,yScaleTo,duration,screenadapt,name,name2,focus,Delay,xstrength,ystrength,vibrato,randomness,afrom,rfrom,gfrom,bfrom,fadeout,index,text,jp_text,jp_name,text_match
name,历经千锤百炼铸造出来的，才是剑，剑从诞生起就注定要成为武器。,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,387,,,,False
name,而你，你不过是具没死过的肉体凡躯而已。,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,388,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389,,,,False
name,哦，那可真是......荣幸啊。,,,,,,,,,,,,,,,,,,,,,,W,,,,,,,,,,,,,390,,,,False
name,被这把剑，活活刺死......我是......第一个吗？,,,,,,,,,,,,,,,,,,,,,,W,,,,,,,,,,,,,391,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,char_011_talula_1,,,,,,,,,,,,,392,,,,False
name,遗憾，你只能屈尊第二。,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,393,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394,,,,False
name,那......被炸弹炸死的人里......你、你根本......,,,,,,,,,,,,,,,,,,,,,,W,,,,,,,,,,,,,395,,,,False
name,......排不上号。,,,,,,,,,,,,,,,,,,,,,,W,,,,,,,,,,,,,396,,,,False
image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398,,,,False
blocker,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,,,,,,,,,399,,,,False
character,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,400,,,,False
,我要死了吗？应该是的。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401,,,,False
,不过，死又算什么呢？比死糟糕的事情多了去了。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402,,,,False
,所以，当你觉得自己要完蛋的时候......,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403,,,,False
,只要你准备了比死更糟糕的东西，就连你自己都会吓一跳。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,False
,现在......我想，我该把自己也变成炸弹。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406,,,,False
camerashake,,,,,,,,,,,false,,,,,,,,,,1,,,,,,16,12,60,180,,,,,true,407,,,,False
blocker,,,,,,0.7,0.95,0.95,0.95,0.02,true,,,,,,,,,,,,,,,,,,,,,,,,,408,,,,False
playsound,,$d_sp_ballista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409,,,,False
blocker,,,,,,0,0,0,0,0.25,true,,,,,,,,,,,,,,,,,,,,,,,,,410,,,,False
delay,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,char_011_talula_1,,,,,,,,,,,,,412,,,,False
name,咳。,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,413,,,,False
name,竟然在我手里炸开了......？本以为你会更怕死一些。,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,414,,,,False
name,虽然你的倒戈没有出乎我的意料，你本人却的确......让我有些吃惊。,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,415,,,,False
name,作为滑稽戏的开幕，确实也说得过去。,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,416,,,,False
name,希望你的死亡足够痛苦，维多利亚的W。,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,417,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419,,,,False
blocker,,,,,,1,0,0,0,2,true,,,,,,,,,,,,,,,,,,,,,,,,,420,,,,False
background,,,,,,,,,,,,,,bg_cenbri,,,,,,,,coverall,,,,,,,,,,,,,,421,,,,False
blocker,,,,,,0,0,0,0,2,true,,,,,,,,,,,,,,,,,,,,,,,,,422,,,,False
,战斗过后 距切城撞击31hrs 6:30P.M.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424,,,,False
playmusic,,$nervous_loop,,,,,,,,,,$nervous_intro,0.4,,,,,,,,,,,,,,,,,,,,,,,425,,,,False
playsound,,$d_gen_walk_n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426,,,,False
character,,,,,,,,,,1,true,,,,,,,,,,,,avg_npc_025_1,,,,,,,,,,,,,427,,,,False
delay,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428,,,,False
name,......,,,,,,,,,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,429,,,,False
name,领袖。,,,,,,,,,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,430,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,char_011_talula_1,avg_npc_025_1,1,,,,,,,,,,,431,,,,False
name,先生。你的归来让我安心许多。,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,432,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,char_011_talula_1,avg_npc_025_1,2,,,,,,,,,,,433,,,,False
name,客套，不必。这里，刚刚，发生过战斗。,,,,,,,,,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,434,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,char_011_talula_1,avg_npc_025_1,1,,,,,,,,,,,435,,,,False
name,是我与妄图刺杀我的W。 请放心，我没有大碍。,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,436,,,,False
name,根据一系列报告，她在占领切尔诺伯格时就已经心生叛意。,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,437,,,,False
name,她私自放走敌人，策动萨卡兹佣兵的叛乱，谋杀了自己的上司。,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,438,,,,False
name,她的一系列行为，应该都出自其他政治势力的指使。,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,439,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,char_011_talula_1,avg_npc_025_1,2,,,,,,,,,,,440,,,,False
name,那现在，她在哪？,,,,,,,,,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,441,,,,False
name,她应该，被审判。,,,,,,,,,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,442,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,char_011_talula_1,avg_npc_025_1,1,,,,,,,,,,,443,,,,False
name,她引爆了藏在自己身上的爆破物，掉下了核心区。,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,444,,,,False
name,我会派人去搜查她的尸体，先生不必挂心。,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,445,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,char_011_talula_1,avg_npc_025_1,2,,,,,,,,,,,446,,,,False
name,我不用，关心。,,,,,,,,,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,447,,,,False
name,那她的，萨卡兹雇佣军？,,,,,,,,,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,448,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,char_011_talula_1,avg_npc_025_1,1,,,,,,,,,,,449,,,,False
name,我会处理。现在核心城已经稳定航行，我需要立即稳定这股势力。,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,450,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,char_011_talula_1,avg_npc_025_1,2,,,,,,,,,,,451,,,,False
name,......领袖。为什么，不通知我，会启动核心城？,,,,,,,,,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,452,,,,False
name,就连通讯，也断了。,,,,,,,,,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,453,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,char_011_talula_1,avg_npc_025_1,1,,,,,,,,,,,454,,,,False
name,这是无奈之举。乌萨斯随时可能袭击切尔诺伯格，屠杀我们的同胞，我们必须为他们先行攻下龙门。,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,455,,,,False
name,现在，能源必须全部用来支持核心城的运转，我们没有多余的动力去支持城内外的频道调谐。,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,456,,,,False
name,天灾残留的源石对城区的干扰强到让我们无法承受。,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,457,,,,False
name,召回你的通讯用尽了我们最后的备用能源。现在，只有一个地方能提供给我们足够的精炼源石。,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,458,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,char_011_talula_1,avg_npc_025_1,2,,,,,,,,,,,459,,,,False
name,即使，时间紧迫，你也可以，与我们，商量。,,,,,,,,,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,460,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,char_011_talula_1,avg_npc_025_1,1,,,,,,,,,,,461,,,,False
name,你说的可能是对的。对不起，先生，我应该再多考虑。,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,462,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,char_011_talula_1,avg_npc_025_1,2,,,,,,,,,,,463,,,,False
name,既然，你已经，启动核心城。,,,,,,,,,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,464,,,,False
name,我这把密钥，又有什么用？,,,,,,,,,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,465,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,char_011_talula_1,,,,,,,,,,,,,466,,,,False
name,它能够停下这座城市。,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,467,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,char_011_talula_1,avg_npc_025_1,2,,,,,,,,,,,468,,,,False
name,当真，能够停下？,,,,,,,,,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,469,,,,False
name,很多，事情，一旦启动，就不会停下。,,,,,,,,,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,470,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,char_011_talula_1,avg_npc_025_1,1,,,,,,,,,,,471,,,,False
name,所以我把这把密钥交给你。由你来决定我们什么时候停下。,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,472,,,,False
name,我为我的独断指挥向你道歉。,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,473,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,char_011_talula_1,avg_npc_025_1,2,,,,,,,,,,,474,,,,False
name,......,,,,,,,,,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,475,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,char_011_talula_1,avg_npc_025_1,1,,,,,,,,,,,476,,,,False
name,今天的先生似乎比往常更沉闷。,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,477,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,char_011_talula_1,avg_npc_025_1,2,,,,,,,,,,,478,,,,False
name,没有。我，去镇守，核心城。,,,,,,,,,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,479,,,,False
name,一定有人，会尝试，攻击这里。,,,,,,,,,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,480,,,,False
name,我拦住他们。,,,,,,,,,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,481,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,char_011_talula_1,avg_npc_025_1,1,,,,,,,,,,,482,,,,False
name,有劳你了，先生。,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,483,,,,False
name,弑君者，霜星，以及梅菲斯特和浮士德，还在龙门等着我们去援助。我们不能让任何外来人干扰我们的计划。,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,484,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,char_011_talula_1,avg_npc_025_1,2,,,,,,,,,,,485,,,,False
name,......塔露拉。,,,,,,,,,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,486,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,char_011_talula_1,avg_npc_025_1,1,,,,,,,,,,,487,,,,False
name,......,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,488,,,,False
name,怎么，我的战士？,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,489,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,char_011_talula_1,avg_npc_025_1,2,,,,,,,,,,,490,,,,False
name,领袖。,,,,,,,,,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,491,,,,False
name,无论是，怎样强盛的邪恶，都有它，未至的末日。,,,,,,,,,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,492,,,,False
name,我，这样坚信。,,,,,,,,,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,493,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,char_011_talula_1,avg_npc_025_1,1,,,,,,,,,,,494,,,,False
name,没错。我也同样坚信这一点。,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,495,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,char_011_talula_1,avg_npc_025_1,2,,,,,,,,,,,496,,,,False
name,......别了，领袖。,,,,,,,,,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,497,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,char_011_talula_1,avg_npc_025_1,1,,,,,,,,,,,498,,,,False
name,去吧，爱国者。,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,499,,,,False
name,结束这场战斗，夺回感染者应有的位置，整合运动必将战胜所有阻挡在它们道路上的敌人。,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,500,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502,,,,False
blocker,,,,,,1,0,0,0,1,true,,,,,,,,,,,,,,,,,,,,,,,,,503,,,,False
background,,,,,,,,,,,,,,bg_black,,,,,,,,coverall,,,,,,,,,,,,,,504,,,,False
blocker,,,,,,0,0,0,0,1,true,,,,,,,,,,,,,,,,,,,,,,,,,505,,,,False
name,这是什么？,,,,,,,,,,,,,,,,,,,,,,凛冽的声音,,,,,,,,,,,,,506,,,,False
name,一种，萨卡兹的护符。这里有两块。,,,,,,,,,,,,,,,,,,,,,,沙哑的声音,,,,,,,,,,,,,507,,,,False
name,你拿走，这一块。另一块，我留着。,,,,,,,,,,,,,,,,,,,,,,沙哑的声音,,,,,,,,,,,,,508,,,,False
name,这是拿来做什么的？还有点重。,,,,,,,,,,,,,,,,,,,,,,凛冽的声音,,,,,,,,,,,,,509,,,,False
name,它能，维持你的，生命。,,,,,,,,,,,,,,,,,,,,,,沙哑的声音,,,,,,,,,,,,,510,,,,False
name,你还在信那些萨卡兹的东西......有什么必要？,,,,,,,,,,,,,,,,,,,,,,凛冽的声音,,,,,,,,,,,,,511,,,,False
name,我，说完。,,,,,,,,,,,,,,,,,,,,,,沙哑的声音,,,,,,,,,,,,,512,,,,False
name,行。,,,,,,,,,,,,,,,,,,,,,,凛冽的声音,,,,,,,,,,,,,513,,,,False
name,这护符，能够承受，漫长折磨。,,,,,,,,,,,,,,,,,,,,,,沙哑的声音,,,,,,,,,,,,,514,,,,False
name,致死伤口，器官破坏，不行。但，消耗生命，它能承受。,,,,,,,,,,,,,,,,,,,,,,沙哑的声音,,,,,,,,,,,,,515,,,,False
name,直到它碎掉。,,,,,,,,,,,,,,,,,,,,,,沙哑的声音,,,,,,,,,,,,,516,,,,False
name,当你的护符，碎掉，我的护符就会，颤动。,,,,,,,,,,,,,,,,,,,,,,沙哑的声音,,,,,,,,,,,,,517,,,,False
name,我会，去，救你。,,,,,,,,,,,,,,,,,,,,,,沙哑的声音,,,,,,,,,,,,,518,,,,False
name,如果两块都碎了呢？,,,,,,,,,,,,,,,,,,,,,,凛冽的声音,,,,,,,,,,,,,519,,,,False
name,......说话呀？,,,,,,,,,,,,,,,,,,,,,,凛冽的声音,,,,,,,,,,,,,520,,,,False
name,唉......我收下就是。,,,,,,,,,,,,,,,,,,,,,,凛冽的声音,,,,,,,,,,,,,521,,,,False
name,好。,,,,,,,,,,,,,,,,,,,,,,沙哑的声音,,,,,,,,,,,,,522,,,,False
name,我的命肯定比你长，你活好自己的。,,,,,,,,,,,,,,,,,,,,,,凛冽的声音,,,,,,,,,,,,,523,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524,,,,False
blocker,,,,,,1,0,0,0,1,true,,,,,,,,,,,,,,,,,,,,,,,,,525,,,,False
background,,,,,,,,,,,,,,bg_cenbri,,,,,,,,coverall,,,,,,,,,,,,,,526,,,,False
blocker,,,,,,0,0,0,0,1,true,,,,,,,,,,,,,,,,,,,,,,,,,527,,,,False
character,,,,,,,,,,1,true,,,,,,,,,,,,avg_npc_025_1,,,,,,,,,,,,,528,,,,False
delay,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529,,,,False
name,......,,,,,,,,,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,530,,,,False
name,援助，谁？结束，什么战斗？,,,,,,,,,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,531,,,,False
name,我手中的护符，也已经碎了。,,,,,,,,,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,532,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533,,,,False
blocker,,,,,,1,0,0,0,2,true,,,,,,,,,,,,,,,,,,,,,,,,,534,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535,,,,False
background,,,,,,,,,,,,,,bg_cenbri,,,,,,,,coverall,,,,,,,,,,,,,,536,,,,False
blocker,,,,,,0,0,0,0,2,true,,,,,,,,,,,,,,,,,,,,,,,,,537,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,avg_npc_053,,,,,,,,,,,,,538,,,,False
name,......,,,,,,,,,,,,,,,,,,,,,,萨卡兹战士,,,,,,,,,,,,,539,,,,False
name,你杀了W。,,,,,,,,,,,,,,,,,,,,,,萨卡兹战士,,,,,,,,,,,,,540,,,,False
name,你要做什么？,,,,,,,,,,,,,,,,,,,,,,萨卡兹战士,,,,,,,,,,,,,541,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,char_011_talula_1,,,,,,,,,,,,,542,,,,False
name,解放你们。让你们不再需要萨卡兹人做头领。,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,543,,,,False
name,而你们想要的一切，我来带给你们。,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,544,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,avg_npc_053,,,,,,,,,,,,,545,,,,False
name,给我们什么？,,,,,,,,,,,,,,,,,,,,,,萨卡兹战士,,,,,,,,,,,,,546,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,char_011_talula_1,,,,,,,,,,,,,547,,,,False
name,战争。,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,548,,,,False
name,不再是屠杀弱者的寡淡滋味。不再是以卵击石的无谓浪费。,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,549,,,,False
name,我会给你们真正平等的战争。,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,550,,,,False
name,萨卡兹们，流浪的魔族们。,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,551,,,,False
name,即将在你们面前呈现的，不仅有受害者的恐惧，也有你们无数世代的耻辱，更有鲜血、皮肉，以及新造的废墟，钢铁的重塑。,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,552,,,,False
name,我会给你们杀，以及死。,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,553,,,,False
name,新的时代已经到来，这个时代战争为王。,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,554,,,,False
name,那么，愿意品尝这新时代的萨卡兹人，向前一步来。,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,555,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,avg_npc_053,,,,,,,,,,,,,556,,,,False
name,——,,,,,,,,,,,,,,,,,,,,,,萨卡兹战士,,,,,,,,,,,,,557,,,,False
name,你要我们杀谁？,,,,,,,,,,,,,,,,,,,,,,萨卡兹战士,,,,,,,,,,,,,558,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559,,,,False
blocker,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,,,,,,,,,560,,,,False
image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561,,,,False
