command,text_orig,key,is_skippable,fit_mode,image,screenadapt,fadetime,block,time,intro,volume,crossfade,delay,name,name2,focus,duration,xstrength,ystrength,vibrato,randomness,fadeout,Delay,a,r,g,b,options,values,references,afrom,rfrom,gfrom,bfrom,x,y,xScale,yScale,xFrom,yFrom,xTo,yTo,option_number,index,text,jp_text,jp_name,text_match
character,,,,,,,,,,,,,,char_1505_frstar_1#4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,375,,,,False
name,甚至，有些可耻。,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,376,,,,False
character,,,,,,,,,,,,,,char_017_homura_3#5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,377,,,,False
name,（虽然她自己可能不知道......但她的源石技艺，已经上升到现代理论最**晦涩的那个层面了。）,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,378,,,,False
character,,,,,,,,,,,,,,char_1505_frstar_1#4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,379,,,,False
name,只要轻轻一捏......你们就会落得粉碎。,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,380,,,,False
name,想一想。,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,381,,,,False
name,我只是雪怪小队的队长。而整合运动由那个在切城堵截你们，杀死你们战友的名叫塔露拉的女人控制着。,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,382,,,,False
name,你以为塔露拉是什么......？整合运动的领袖，感染者的救世主吗？,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,383,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,384,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,385,,,,False
decision,她根本不配做什么救世主！,,,,,,,,,,,,,,,,,,,,,,,,,,,她根本不配做什么救世主！;......;这片大地上没有这种东西。,1;2;3,,,,,,,,,,,,,,3,386,,,,False
decision,......,,,,,,,,,,,,,,,,,,,,,,,,,,,她根本不配做什么救世主！;......;这片大地上没有这种东西。,1;2;3,,,,,,,,,,,,,,3,387,,,,False
decision,这片大地上没有这种东西。,,,,,,,,,,,,,,,,,,,,,,,,,,,她根本不配做什么救世主！;......;这片大地上没有这种东西。,1;2;3,,,,,,,,,,,,,,3,388,,,,False
predicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;2;3,,,,,,,,,,,,,0,389,,,,False
character,,,,,,,,,,,,,,char_1505_frstar_1#4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,390,,,,False
name,哼。,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,391,,,,False
name,不管你脑海中的她是什么印象，如果她是什么“救世主”，我和老爷子根本不会带队加入“整合运动”。,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,392,,,,False
name,她首先是军事家，然后是战士，最后才是领袖。,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,393,,,,False
name,但她已经背叛我们了。,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,394,,,,False
name,我所认定最坚定最执着的战士，居然只是种假扮出来的面貌......,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,395,,,,False
name,而她最后剩下的敌手，竟然是你们这样毫无决心、从来不曾与死亡日夜相伴的人。,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,396,,,,False
character,,,,,,,,,,,,,,char_017_homura_3#5,char_1505_frstar_1#4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,397,,,,False
name,说话客气点，白兔子。出生入死不只是你一个人的权利。,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,398,,,,False
character,,,,,,,,,,,,,,char_017_homura_3#5,char_1505_frstar_1#4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,0,399,,,,False
name,你眼神里也有悔恨。,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,400,,,,False
character,,,,,,,,,,,,,,char_017_homura_3#6,char_1505_frstar_1#4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,401,,,,False
name,轮不到你来提醒！,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,402,,,,False
character,,,,,,,,,,,,,,char_017_homura_3#6,char_1505_frstar_1#4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,0,403,,,,False
name,你没准备好接受他们的死。,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,404,,,,False
character,,,,,,,,,,,,,,char_017_homura_3#6,char_1505_frstar_1#4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,405,,,,False
name,够了！,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,406,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,407,,,,False
character,,,,,,,,,,,,,,char_017_homura_3#6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,408,,,,False
playsound,,$e_skill_skulsrsword,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,409,,,,False
blocker,,,,,,,0.1,true,,,,,,,,,,,,,,,,1,1,1,1,,,,0,0,0,0,,,,,,,,,0,410,,,,False
blocker,,,,,,,1.5,false,,,,,,,,,,,,,,,,0.1,1,1,1,,,,,,,,,,,,,,,,0,411,,,,False
camerashake,,,,,,,,false,,,,,,,,,1,10,12,30,90,true,,,,,,,,,,,,,,,,,,,,,0,412,,,,False
playsound,,$e_skill_skulsrsword,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,413,,,,False
blocker,,,,,,,0.1,true,,,,,,,,,,,,,,,,1,1,1,1,,,,0,0,0,0,,,,,,,,,0,414,,,,False
blocker,,,,,,,1.5,false,,,,,,,,,,,,,,,,0.1,1,1,1,,,,,,,,,,,,,,,,0,415,,,,False
camerashake,,,,,,,,false,,,,,,,,,1,10,12,30,90,true,,,,,,,,,,,,,,,,,,,,,0,416,,,,False
blocker,,,,,,,0.1,true,,,,,,,,,,,,,,,,0.7,1,1,1,,,,0,0,0,0,,,,,,,,,0,417,,,,False
blocker,,,,,,,0.5,true,,,,,,,,,,,,,,,,0.1,1,1,1,,,,,,,,,,,,,,,,0,418,,,,False
character,,,,,,,,,,,,,,char_1505_frstar_1#5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,419,,,,False
playsound,,$e_skill_skulsrsword,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,420,,,,False
blocker,,,,,,,0.1,true,,,,,,,,,,,,,,,,1,1,1,1,,,,0,0,0,0,,,,,,,,,0,421,,,,False
blocker,,,,,,,1.5,false,,,,,,,,,,,,,,,,0.1,1,1,1,,,,,,,,,,,,,,,,0,422,,,,False
camerashake,,,,,,,,false,,,,,,,,,1,10,12,30,90,true,,,,,,,,,,,,,,,,,,,,,0,423,,,,False
playsound,,$d_sp_chixiaobadao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,424,,,,False
blocker,,,,,,,0.1,true,,,,,,,,,,,,,,,,1,1,1,1,,,,0,0,0,0,,,,,,,,,0,425,,,,False
blocker,,,,,,,1.5,false,,,,,,,,,,,,,,,,0.1,1,1,1,,,,,,,,,,,,,,,,0,426,,,,False
camerashake,,,,,,,,false,,,,,,,,,1,10,12,30,90,true,,,,,,,,,,,,,,,,,,,,,0,427,,,,False
blocker,,,,,,,0.1,true,,,,,,,,,,,,,,,,0.7,1,1,1,,,,0,0,0,0,,,,,,,,,0,428,,,,False
blocker,,,,,,,1,true,,,,,,,,,,,,,,,,0.1,1,1,1,,,,,,,,,,,,,,,,0,429,,,,False
character,,,,,,,,,,,,,,char_1505_frstar_1#3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,430,,,,False
name,咳，哈哈，咳......,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,431,,,,False
character,,,,,,,,,,,,,,char_1505_frstar_1#5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,432,,,,False
name,我难道就准备好了吗？,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,433,,,,False
character,,,,,,,,,,,,,,char_017_homura_3#5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,434,,,,False
name,咳......咳！,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,435,,,,False
character,,,,,,,,,,,,,,char_1505_frstar_1#4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,436,,,,False
name,我想过那么多次，梦见过那么多次所有人的死，只是没想到.....,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,437,,,,False
name,你也是一样的，小猫咪。我看得出。,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,438,,,,False
name,——,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,439,,,,False
name,“我幻想的那么惨烈，却从没想过会有那么孤独的死。”,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,440,,,,False
character,,,,,,,,,,,,,,char_017_homura_3#5,char_1505_frstar_1#4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,441,,,,False
name,......,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,442,,,,False
name,你有兄弟，我也有。,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,443,,,,False
character,,,,,,,,,,,,,,char_017_homura_3#5,char_1505_frstar_1#4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,0,444,,,,False
name,在切尔诺伯格与塔露拉战斗的罗德岛干员，各个都相当英勇。,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,445,,,,False
name,有一个被他们称作Ace的，是我平生少见的顽强战士，他会带着一种其他战士少有的情感去战斗。,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,446,,,,False
name,......“忧愁”。,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,447,,,,False
character,,,,,,,,,,,,,,char_017_homura_3#5,char_1505_frstar_1#4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,448,,,,False
name,我和你之间的关系可没好到我允许你随便谈论我战友的地步。,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,449,,,,False
character,,,,,,,,,,,,,,char_017_homura_3#5,char_1505_frstar_1#4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,0,450,,,,False
name,只有不断反思自己战斗的战士，才会感到担忧。他是个好战士。,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,451,,,,False
name,你也是。,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,452,,,,False
character,,,,,,,,,,,,,,char_017_homura_3#5,char_1505_frstar_1#4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,453,,,,False
name,嘁。,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,454,,,,False
character,,,,,,,,,,,,,,char_017_homura_3#5,char_1505_frstar_1#4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,0,455,,,,False
name,他独自死去。,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,456,,,,False
name,失去他，遗憾吗？,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,457,,,,False
character,,,,,,,,,,,,,,char_017_homura_3#5,char_1505_frstar_1#4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,458,,,,False
name,必须。,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,459,,,,False
character,,,,,,,,,,,,,,char_017_homura_3#5,char_1505_frstar_1#4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,0,460,,,,False
name,没机会救下他，后悔吗？,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,461,,,,False
character,,,,,,,,,,,,,,char_017_homura_3#6,char_1505_frstar_1#4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,462,,,,False
name,当然！,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,463,,,,False
character,,,,,,,,,,,,,,char_017_homura_3#6,char_1505_frstar_1#4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,0,464,,,,False
name,你难道不想问问谁？,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,465,,,,False
name,问问吧。,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,466,,,,False
name,问问那个你不知道该怎么说，也不知道该向谁抛出的问题。,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,467,,,,False
character,,,,,,,,,,,,,,char_017_homura_3#5,char_1505_frstar_1#4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,468,,,,False
name,你......,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,469,,,,False
character,,,,,,,,,,,,,,char_017_homura_3#5,char_1505_frstar_1#4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,0,470,,,,False
name,“为什么？”,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,471,,,,False
character,,,,,,,,,,,,,,char_017_homura_3#5,char_1505_frstar_1#4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,472,,,,False
name,......,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,473,,,,False
character,,,,,,,,,,,,,,char_002_amiya_1#4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,474,,,,False
camerashake,,,,,,,,false,,,,,,,,,0.3,10,10,30,30,true,,,,,,,,,,,,,,,,,,,,,0,475,,,,False
playsound,,$flashback,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,476,,,,False
playsound,,$e_atk_arrow_h,,,,,,,,,0.8,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,0,477,,,,False
playsound,,$flashback,,,,,,,,,0.8,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,0,478,,,,False
blocker,,,,,,,0.1,true,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,0,479,,,,False
blocker,,,,,,,0.2,true,,,,,,,,,,,,,,,,0.1,1,1,1,,,,,,,,,,,,,,,,0,480,,,,False
name,（......好浓烈的情感......霜星......！）,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,481,,,,False
character,,,,,,,,,,,,,,char_1505_frstar_1#4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,482,,,,False
name,为什么？,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,483,,,,False
character,,,,,,,,,,,,,,char_1505_frstar_1#5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,484,,,,False
name,“为什么我不在那里？为什么我不更强一些？为什么我没能阻止？”,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,485,,,,False
playsound,,$d_gen_surfacefrozen,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,486,,,,False
camerashake,,,,,,,,false,,,,,,,,,0.5,10,10,30,90,true,,,,,,,,,,,,,,,,,,,,,0,487,,,,False
blocker,,,,,,,0.2,true,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,0,488,,,,False
camerashake,,,,,,,,false,,,,,,,,,0.5,10,10,30,90,true,,,,,,,,,,,,,,,,,,,,,0,489,,,,False
blocker,,,,,,,3,true,,,,,,,,,,,,,,,,0.25,1,1,1,,,,,,,,,,,,,,,,0,490,,,,False
playsound,,$d_gen_surfacefrozen,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,491,,,,False
character,,,,,,,,,,,,,,char_367_swllow_1#4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,492,,,,False
name,呃......温度还在降低！,,,,,,,,,,,,,灰喉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,493,,,,False
character,,,,,,,,,,,,,,char_017_homura_3#6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,494,,,,False
name,往我身边站站！我已经被她的寒冷压到只能尽力提高身边的气温了！,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,495,,,,False
character,,,,,,,,,,,,,,char_1505_frstar_1#4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,496,,,,False
name,......,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,497,,,,False
name,......为什么？,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,498,,,,False
name,为什么我会在兄弟姐妹们最需要我的时候倒地？,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,499,,,,False
name,他们都是些傻子。都是些只知道互相帮助，只想活下去，只想有一处容身之地的傻子。,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,500,,,,False
character,,,,,,,,,,,,,,char_1505_frstar_1#5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,501,,,,False
name,......为什么我连一群傻子的愿望都实现不了？,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,502,,,,False
name,为什么乌萨斯对待我们的同胞是这样的残忍，对待普通的乌萨斯人是那么的冷酷。,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,503,,,,False
name,为什么这一点点能够点燃大地的火苗，却要熄灭在这异国他乡？,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,504,,,,False
name,为什么原本是为阻止更多罪恶而发起的战争里，我却只是带去了更多无谓的牺牲？,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,505,,,,False
character,,,,,,,,,,,,,,char_1505_frstar_1#3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,506,,,,False
name,咳，咳......呃，咳，咳......！,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,507,,,,False
character,,,,,,,,,,,,,,char_002_amiya_1#4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,508,,,,False
name,呃......呃......,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,509,,,,False
character,,,,,,,,,,,,,,char_1505_frstar_1#5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,510,,,,False
name,为什么我们赔上了所有性命，却，咳，只成就了一个谎言？,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,511,,,,False
character,,,,,,,,,,,,,,char_1505_frstar_1#4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,512,,,,False
name,为什么......为什么这片大地不肯再多给我一点时间？,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,513,,,,False
name,“感染者应该为自己的身份而骄傲，并用最简单的手段夺取大地的公正”......,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,514,,,,False
name,我最开始只把它当作整合运动理念的一部分。,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,515,,,,False
name,没错，它让足够多的感染者不再软弱，不再把自己当成是帝国的废料......,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,516,,,,False
name,但现在我才发现，塔露拉曾经与我们畅谈过的信念，需要深植的思想，还应该不断巩固、不断更正的方向，全都没有了。,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,517,,,,False
name,只有煽动。只有放任。我们被安排进最艰苦的战事，无法插手队伍的建设，一切来的都太快......,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,518,,,,False
name,如果这一切都是塔露拉的安排，那从最开始，她就欺骗了所有人。,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,519,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,520,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,521,,,,False
decision,事情往往不像我们想的那样。,,,,,,,,,,,,,,,,,,,,,,,,,,,你可能确实被她蒙蔽了！;......;事情往往不像我们想的那样。,1;2;3,,,,,,,,,,,,,,3,522,,,,False
decision,你可能确实被她蒙蔽了！,,,,,,,,,,,,,,,,,,,,,,,,,,,你可能确实被她蒙蔽了！;......;事情往往不像我们想的那样。,1;2;3,,,,,,,,,,,,,,3,523,,,,False
decision,......,,,,,,,,,,,,,,,,,,,,,,,,,,,你可能确实被她蒙蔽了！;......;事情往往不像我们想的那样。,1;2;3,,,,,,,,,,,,,,3,524,,,,False
predicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;2;3,,,,,,,,,,,,,0,525,,,,False
character,,,,,,,,,,,,,,char_1505_frstar_1#4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,526,,,,False
name,如果她要带着感染者向那最黑暗的未来走去......去完成她最恶毒的计划......,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,527,,,,False
name,那她的邪恶就必须被摧毁。,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,528,,,,False
name,可是我的兄弟姐妹们，无数已死的普通人和感染者们......,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,529,,,,False
name,已经回不来了。,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,530,,,,False
name,......她凭什么变成这样？,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,531,,,,False
character,,,,,,,,,,,,,,char_002_amiya_1#7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,532,,,,False
name,呃......呜......！,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,533,,,,False
character,,,,,,,,,,,,,,char_1505_frstar_1#5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,534,,,,False
name,不该这样，从来就不该这样！,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,535,,,,False
name,我的同胞......我的兄弟姐妹！,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,536,,,,False
name,——,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,537,,,,False
camerashake,,,,,,,,false,,,,,,,,,0.5,10,10,30,90,true,,,,,,,,,,,,,,,,,,,,,0,538,,,,False
blocker,,,,,,,0.5,true,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,0,539,,,,False
playsound,,$d_gen_surfacefrozen,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,540,,,,False
camerashake,,,,,,,,false,,,,,,,,,0.5,10,10,30,90,true,,,,,,,,,,,,,,,,,,,,,0,541,,,,False
blocker,,,,,,,3,true,,,,,,,,,,,,,,,,0.35,1,1,1,,,,,,,,,,,,,,,,0,542,,,,False
playsound,,$d_gen_surfacefrozen,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,543,,,,False
character,,,,,,,,,,,,,,char_1505_frstar_1#4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,544,,,,False
name,阿米娅。,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,545,,,,False
name,听见了吗，阿米娅？,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,546,,,,False
character,,,,,,,,,,,,,,char_002_amiya_1#4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,547,,,,False
name,霜星小姐......！,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,548,,,,False
character,,,,,,,,,,,,,,char_017_homura_3#6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,549,,,,False
name,寒流太庞大了......她甚至能把寒流凝聚成形状了！,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,550,,,,False
name,我的热流要被冲散了！,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,551,,,,False
character,,,,,,,,,,,,,,char_1505_frstar_1#5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,552,,,,False
name,寒气就能让你的体温冷却了吗？死亡就能让你胆怯了吗？,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,553,,,,False
name,你不会，阿米娅，你也不能！,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,554,,,,False
name,你不是能读心吗，小兔子？,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,555,,,,False
name,那现在就读一读吧，读读我的愤怒，读读这被酸苦和沸腾在胸膛里闷烧十几年，却还没放弃跳动的心！,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,556,,,,False
name,读一读吧，读一读吧阿米娅！,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,557,,,,False
name,这因为枉死的亲人，因为腐败的乌萨斯，因为感染者同胞因为乌萨斯的人们，依然不肯停下、不肯死去的心脏里，究竟有多少愤怒！,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,558,,,,False
character,,,,,,,,,,,,,,char_002_amiya_1#4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,559,,,,False
name,......,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,560,,,,False
name,你恨过她吗，霜星小姐？,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,561,,,,False
character,,,,,,,,,,,,,,char_1505_frstar_1#3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,562,,,,False
name,......咳。,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,563,,,,False
name,呵。,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,564,,,,False
character,,,,,,,,,,,,,,char_1505_frstar_1#4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,565,,,,False
name,......,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,566,,,,False
