command,text_orig,key,is_skippable,fit_mode,a,r,g,b,fadetime,block,image,screenadapt,intro,volume,name,time,duration,xstrength,ystrength,vibrato,randomness,fadeout,options,values,references,effect,keep,amount,afrom,rfrom,gfrom,bfrom,name2,focus,x,y,xScale,yScale,xScaleFrom,yScaleFrom,xScaleTo,yScaleTo,option_number,index,text,jp_text,jp_name,text_match
name,PRTS，刚才是谁使用了这个舱位？,,,,,,,,,,,,,,罗德岛干员,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,373,,,,False
name,博士？我们在龙门攻防战里有干员伤亡吗？这处理的是谁？,,,,,,,,,,,,,,罗德岛干员,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,374,,,,False
name,什么？,,,,,,,,,,,,,,罗德岛干员,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,375,,,,False
name,等等，你慢点说，你说博士在舱位里安置了谁？,,,,,,,,,,,,,,罗德岛干员,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,376,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,377,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,378,,,,False
blocker,,,,,1,0,0,0,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,379,,,,False
background,,,,,,,,,0,,bg_chercen_2,coverall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,380,,,,False
blocker,,,,,0,0,0,0,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,381,,,,False
character,,,,,,,,,,,,,,,avg_npc_025_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,382,,,,False
name,勋爵！,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,383,,,,False
character,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,,,,,,,,,,,,avg_npc_025_1,1,,,,,,,,,0,384,,,,False
name,我在听，博卓卡斯替。,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,385,,,,False
character,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,,,,,,,,,,,,avg_npc_025_1,2,,,,,,,,,0,386,,,,False
name,我们温迪戈，自我流放，失去一切。,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,387,,,,False
name,但我们身负，萨卡兹的传统。,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,388,,,,False
name,先祖，塑造我，培育我，注视我。所以，请替我见证。,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,389,,,,False
character,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,,,,,,,,,,,,avg_npc_025_1,1,,,,,,,,,0,390,,,,False
name,博卓卡斯替......,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,391,,,,False
name,......我不知道自己够不够格。,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,392,,,,False
character,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,,,,,,,,,,,,avg_npc_025_1,2,,,,,,,,,0,393,,,,False
name,我认为你是，最好人选。,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,394,,,,False
character,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,,,,,,,,,,,,avg_npc_025_1,1,,,,,,,,,0,395,,,,False
name,......,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,396,,,,False
name,“......我在此担当一位萨卡兹的见证者。博卓卡斯替，卡兹戴尔的温迪戈，一生从未背叛过血肉，也从未愧对亲族。”,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,397,,,,False
name,“他将把一生留在光芒下的身体里......”,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,398,,,,False
name,“......而他的精魂，则将回到温迪戈温热的血脉中去。”,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,399,,,,False
name,这是个诅咒。,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,400,,,,False
character,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,,,,,,,,,,,,avg_npc_025_1,2,,,,,,,,,0,401,,,,False
name,对我，并不是。,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,402,,,,False
name,啊——我感到......我感到，我清晰的视野，开始模糊。,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,403,,,,False
name,谢谢你，勋爵。,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,404,,,,False
character,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,,,,,,,,,,,,avg_npc_025_1,1,,,,,,,,,0,405,,,,False
name,我以为你讨厌这些。,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,406,,,,False
character,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,,,,,,,,,,,,avg_npc_025_1,2,,,,,,,,,0,407,,,,False
name,可我，已经老了。,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,408,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,409,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,410,,,,False
blocker,,,,,1,0,0,0,2,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,411,,,,False
background,,,,,,,,,,,bg_perimeter,coverall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,412,,,,False
blocker,,,,,0,0,0,0,3,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,413,,,,False
character,,,,,,,,,,,,,,,avg_npc_016,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,414,,,,False
name,不......,,,,,,,,,,,,,,幻影弩手,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,415,,,,False
name,这里是哪里？,,,,,,,,,,,,,,幻影弩手,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,416,,,,False
character,,,,,,,,,,,,,,,avg_npc_016,,,,,,,,,,,,,,,,,,avg_npc_053,2,,,,,,,,,0,417,,,,False
name,......,,,,,,,,,,,,,,萨卡兹战士,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,418,,,,False
character,,,,,,,,,,,,,,,avg_npc_016,,,,,,,,,,,,,,,,,,avg_npc_053,1,,,,,,,,,0,419,,,,False
name,哈，原来是这样。哈。,,,,,,,,,,,,,,幻影弩手,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,420,,,,False
name,塔露拉真的背叛我们了。,,,,,,,,,,,,,,幻影弩手,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,421,,,,False
name,你以为我们会坐以待毙吗？！,,,,,,,,,,,,,,幻影弩手,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,422,,,,False
character,,,,,,,,,,,,,,,avg_npc_016,,,,,,,,,,,,,,,,,,avg_npc_053,2,,,,,,,,,0,423,,,,False
name,你们不是对手。,,,,,,,,,,,,,,萨卡兹战士,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,424,,,,False
name,有来世的话，向我报仇。,,,,,,,,,,,,,,萨卡兹战士,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,425,,,,False
character,,,,,,,,,,,,,,,avg_npc_016,,,,,,,,,,,,,,,,,,avg_npc_053,1,,,,,,,,,0,426,,,,False
name,就因为知道会死，所以就要放弃了吗？,,,,,,,,,,,,,,幻影弩手,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,427,,,,False
name,就这样被你们无故杀了而——,,,,,,,,,,,,,,幻影弩手,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,428,,,,False
character,,,,,,,,,,,,,,,char_1507_Mephisto_1#2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,429,,,,False
name,别杀他们。,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,430,,,,False
character,,,,,,,,,,,,,,,char_1507_Mephisto_1#2,,,,,,,,,,,,,,,,,,avg_npc_053,2,,,,,,,,,0,431,,,,False
name,......？,,,,,,,,,,,,,,萨卡兹战士,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,432,,,,False
character,,,,,,,,,,,,,,,char_1507_Mephisto_1#2,,,,,,,,,,,,,,,,,,avg_npc_053,1,,,,,,,,,0,433,,,,False
name,让他们走。,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,434,,,,False
character,,,,,,,,,,,,,,,char_1507_Mephisto_1#2,,,,,,,,,,,,,,,,,,avg_npc_053,2,,,,,,,,,0,435,,,,False
name,梅菲斯特......？,,,,,,,,,,,,,,萨卡兹战士,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,436,,,,False
character,,,,,,,,,,,,,,,char_1507_Mephisto_1#2,,,,,,,,,,,,,,,,,,avg_npc_053,1,,,,,,,,,0,437,,,,False
name,魔族人，我会给你们不知疼痛的身躯。让他们走。,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,438,,,,False
character,,,,,,,,,,,,,,,char_1507_Mephisto_1#2,,,,,,,,,,,,,,,,,,avg_npc_053,2,,,,,,,,,0,439,,,,False
name,我们比你的牧群强大得多。,,,,,,,,,,,,,,萨卡兹战士,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,440,,,,False
character,,,,,,,,,,,,,,,char_1507_Mephisto_1#2,,,,,,,,,,,,,,,,,,avg_npc_053,1,,,,,,,,,0,441,,,,False
name,我可以把我的生命拿出来和你们分享，你们能真正地永远战斗，不知疲倦地战斗。,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,442,,,,False
character,,,,,,,,,,,,,,,char_1507_Mephisto_1#2,,,,,,,,,,,,,,,,,,avg_npc_053,2,,,,,,,,,0,443,,,,False
name,......可以。,,,,,,,,,,,,,,萨卡兹战士,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,444,,,,False
name,但他们要出去，也必须由我的同伴看着。现在还不能违背塔露拉的命令。,,,,,,,,,,,,,,萨卡兹战士,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,445,,,,False
name,你们，弩手。出去。,,,,,,,,,,,,,,萨卡兹战士,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,446,,,,False
character,,,,,,,,,,,,,,,avg_npc_016,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,447,,,,False
name,梅菲斯特？！,,,,,,,,,,,,,,幻影弩手,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,448,,,,False
name,（为什么他会救我们......？难道塔露拉还有什么阴谋？）,,,,,,,,,,,,,,幻影弩手,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,449,,,,False
character,,,,,,,,,,,,,,,char_1507_Mephisto_1#2,,,,,,,,,,,,,,,,,,avg_npc_053,2,,,,,,,,,0,450,,,,False
name,不过，你为什么特意要到这里来？,,,,,,,,,,,,,,萨卡兹战士,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,451,,,,False
character,,,,,,,,,,,,,,,char_1507_Mephisto_1#2,,,,,,,,,,,,,,,,,,avg_npc_053,1,,,,,,,,,0,452,,,,False
name,......因为我想进去这里。我想知道这里有什么样的秘密。我想知道罗德岛究竟为什么会从这里带走一个人。,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,453,,,,False
name,因为我从录像里看到那个人从这里出来。,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,454,,,,False
character,,,,,,,,,,,,,,,char_1507_Mephisto_1#2,,,,,,,,,,,,,,,,,,avg_npc_016,2,,,,,,,,,0,455,,,,False
name,梅菲斯特......？为什么？,,,,,,,,,,,,,,幻影弩手,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,456,,,,False
character,,,,,,,,,,,,,,,char_1507_Mephisto_1#2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,457,,,,False
name,你们，想听歌吗？,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,458,,,,False
character,,,,,,,,,,,,,,,char_1507_Mephisto_1#2,,,,,,,,,,,,,,,,,,avg_npc_016,2,,,,,,,,,0,459,,,,False
name,可是，浮士德队长他说，他说......,,,,,,,,,,,,,,幻影弩手,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,460,,,,False
character,,,,,,,,,,,,,,,char_1507_Mephisto_1#2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,461,,,,False
name,是啊，是的。我已经不会唱了。,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,462,,,,False
name,嗯，但我可以试试。,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,463,,,,False
name,应该是首摇篮曲吧？不记得是有谁教过我这首曲子......我不记得了。,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,464,,,,False
name,只是有人在我的梦里，一直地哼。,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,465,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,466,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,467,,,,False
delay,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,468,,,,False
,沉睡吧，沉睡吧♪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,469,,,,False
,刺猬玩偶与小熊们......,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,470,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,471,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,472,,,,False
blocker,,,,,1,0,0,0,2,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,473,,,,False
background,,,,,,,,,,,bg_chercen_2,coverall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,474,,,,False
blocker,,,,,0,0,0,0,3,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,475,,,,False
character,,,,,,,,,,,,,,,avg_npc_025_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,476,,,,False
name,乌萨斯的，感染者，又要走去哪里？,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,477,,,,False
name,晦暗的夜晚，还会遮蔽......多少明星？,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,478,,,,False
character,,,,,,,,,,,,,,,avg_npc_058,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,479,,,,False
name,......大尉，大尉！,,,,,,,,,,,,,,盾卫,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,480,,,,False
character,,,,,,,,,,,,,,,avg_npc_025_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,481,,,,False
name,最后的命令。,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,482,,,,False
character,,,,,,,,,,,,,,,avg_npc_058,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,483,,,,False
name,大尉......,,,,,,,,,,,,,,盾卫,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,484,,,,False
character,,,,,,,,,,,,,,,avg_npc_025_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,485,,,,False
name,战斗下去。活下去。,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,486,,,,False
name,你们的路，只有你们......自己去走。,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,487,,,,False
name,走了，才有路。,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,488,,,,False
name,我必定要死。只是不知道，是否该是现在。,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,489,,,,False
name,我们的死，究竟能，改变什么？,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,490,,,,False
name,也许这个问题，你们，才能回答。,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,491,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,492,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,493,,,,False
delay,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,494,,,,False
,沉进静静的黑色......,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,495,,,,False
,哥哥，姐姐，妹妹，弟弟，梦乡啊梦乡，盖住了他们的身体......♪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,496,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,497,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,498,,,,False
blocker,,,,,1,0,0,0,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,499,,,,False
background,,,,,,,,,,,bg_building_3,coverall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,500,,,,False
blocker,,,,,0,0,0,0,3,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,501,,,,False
character,,,,,,,,,,,,,,,char_136_hsguma,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,502,,,,False
name,“小姐”？怎么在这哭唧唧的......,,,,,,,,,,,,,,星熊,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,503,,,,False
character,,,,,,,,,,,,,,,char_136_hsguma,,,,,,,,,,,,,,,,,,char_308_swire_1,2,,,,,,,,,0,504,,,,False
name,谁哭了！,,,,,,,,,,,,,,诗怀雅,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,505,,,,False
character,,,,,,,,,,,,,,,char_136_hsguma,,,,,,,,,,,,,,,,,,char_308_swire_1,1,,,,,,,,,0,506,,,,False
name,好，好。不过，这可是近卫局大楼门口啊。,,,,,,,,,,,,,,星熊,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,507,,,,False
name,让别人看到你哭，真就好吗？,,,,,,,,,,,,,,星熊,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,508,,,,False
character,,,,,,,,,,,,,,,char_136_hsguma,,,,,,,,,,,,,,,,,,char_308_swire_1,2,,,,,,,,,0,509,,,,False
name,反正......反正也没有别人！,,,,,,,,,,,,,,诗怀雅,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,510,,,,False
character,,,,,,,,,,,,,,,char_136_hsguma,,,,,,,,,,,,,,,,,,char_308_swire_1,1,,,,,,,,,0,511,,,,False
name,这样好了，我坐你前面的台阶上吧。,,,,,,,,,,,,,,星熊,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,512,,,,False
name,我个子大，挡住你，就没人看得见了。,,,,,,,,,,,,,,星熊,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,513,,,,False
character,,,,,,,,,,,,,,,char_136_hsguma,,,,,,,,,,,,,,,,,,char_308_swire_1,2,,,,,,,,,0,514,,,,False
name,你在做什么啊......,,,,,,,,,,,,,,诗怀雅,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,515,,,,False
character,,,,,,,,,,,,,,,char_136_hsguma,,,,,,,,,,,,,,,,,,char_308_swire_1,1,,,,,,,,,0,516,,,,False
name,啊。就是因为没做好，才觉得不太爽吧？,,,,,,,,,,,,,,星熊,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,517,,,,False
name,Missy，我们两个算是都失败了吧。,,,,,,,,,,,,,,星熊,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,518,,,,False
character,,,,,,,,,,,,,,,char_136_hsguma,,,,,,,,,,,,,,,,,,char_308_swire_1,2,,,,,,,,,0,519,,,,False
name,我才不管......不管她去哪！,,,,,,,,,,,,,,诗怀雅,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,520,,,,False
character,,,,,,,,,,,,,,,char_136_hsguma,,,,,,,,,,,,,,,,,,char_308_swire_1,1,,,,,,,,,0,521,,,,False
name,嗯，是。我知道啊。,,,,,,,,,,,,,,星熊,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,522,,,,False
character,,,,,,,,,,,,,,,char_136_hsguma,,,,,,,,,,,,,,,,,,char_308_swire_1,2,,,,,,,,,0,523,,,,False
name,......,,,,,,,,,,,,,,诗怀雅,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,524,,,,False
character,,,,,,,,,,,,,,,char_136_hsguma,,,,,,,,,,,,,,,,,,char_308_swire_1,1,,,,,,,,,0,525,,,,False
name,唉，不要打我。是不是我无论怎么回答都会被打啊。,,,,,,,,,,,,,,星熊,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,526,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,527,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,528,,,,False
blocker,,,,,1,0,0,0,2,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,529,,,,False
background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,530,,,,False
background,,,,,,,,,0,,bg_light,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.86,0.86,,,,,0,531,,,,False
blocker,,,,,0,0,0,0,3,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,532,,,,False
name,终于......,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,533,,,,False
name,我......这一生......得以结束。,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,534,,,,False
name,海伦......格罗瓦兹尔......叶莲娜......,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,535,,,,False
name,是你们......,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,536,,,,False
name,我终于......能够回家......,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,537,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,538,,,,False
stopmusic,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,539,,,,False
delay,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,0,540,,,,False
,不。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,541,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,542,,,,False
delay,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,543,,,,False
,——不。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,544,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,545,,,,False
delay,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,546,,,,False
character,,,,,,,,,,,,,,,avg_npc_025_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,547,,,,False
name,——,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,548,,,,False
name,不。,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,549,,,,False
name,幻觉。,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,550,,,,False
name,怎么会......我，不要幻觉，不要慰藉！,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,551,,,,False
camerashake,,,,,,,,,,false,,,,,,,0.4,0,8,30,30,true,,,,,,,,,,,,,,,,,,,,,0,552,,,,False
name,是谁......,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,553,,,,False
name,是谁引我看到......幻觉！,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,554,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,555,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,556,,,,False
blocker,,,,,1,0,0,0,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,557,,,,False
background,,,,,,,,,,,bg_chercen_2,coverall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,558,,,,False
blocker,,,,,0,0,0,0,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,559,,,,False
playmusic,,$bat_patriotextra_loop,,,,,,,,,,,$bat_patriotextra_intro,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,560,,,,False
character,,,,,,,,,,,,,,,char_002_amiya_1#6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,561,,,,False
name,啊......为什么......为什么爱国者先生会......挣脱？,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,562,,,,False
character,,,,,,,,,,,,,,,avg_npc_025_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,563,,,,False
name,原来，如此。,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,564,,,,False
name,——是你。卡特斯。是你。,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,565,,,,False
name,原来，你就是......继承者。,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,566,,,,False
name,特雷西斯，说谎。殿下她......有继承人。,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,567,,,,False
name,你是魔王。,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,568,,,,False
character,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,569,,,,False
name,啊......！,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,570,,,,False
character,,,,,,,,,,,,,,,avg_npc_025_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,571,,,,False
name,我死在......魔王的手上。,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,572,,,,False
name,我......怎么会？,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,573,,,,False
name,我终归，没逃过命运。,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,574,,,,False
