command,text_orig,key,is_skippable,fit_mode,time,fadetime,block,a,r,g,b,image,screenadapt,intro,volume,options,values,references,name,name2,focus,effect,keep,amount,Delay,duration,xstrength,ystrength,vibrato,randomness,fadeout,x,y,xScale,yScale,xFrom,xTo,option_number,index,text,jp_text,jp_name,text_match
camerashake,,,,,,,false,,,,,,,,,,,,,,,,,,,0.2,0,8,30,30,true,,,,,,,0,298,,,,False
playsound,,$drift,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0,299,,,,False
camerashake,,,,,,,false,,,,,,,,,,,,,,,,,,,0.8,0,8,30,30,true,,,,,,,0,300,,,,False
character,,,,,,,,,,,,,,,,,,,char_002_amiya_1,,,,,,,,,,,,,,,,,,,0,301,,,,False
name,沙尘掩盖住了我们载具的踪迹，记得戴好防护用具，别让沙尘进入精密器械！,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,0,302,沙尘掩盖住了我们载具的踪迹，记得戴好防护用具，别让沙尘进入精密器械！,砂塵が私たちの車両の痕跡を覆い隠してくれていますが、防護装備は必ず着用してください。砂塵が精密機械に入り込まないように注意してくださいね。,アーミヤ,True
name,但......阳光好清澈啊，为什么阳光能穿透沙尘？,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,0,303,但......阳光好清澈啊，为什么阳光能穿透沙尘？,でも……日差しがとても澄んでいます。どうして日差しが砂塵を通り抜けるんでしょう？,アーミヤ,True
name,核心城底部的可见度似乎增加了，简直是......法术。,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,0,304,核心城底部的可见度似乎增加了，简直是......法术。,コアシティの下部の視界が良くなっています。まるで……魔法みたいです。,アーミヤ,True
name,我们没有......没有这个安排吧？是自然光吧？,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,0,305,我们没有......没有这个安排吧？是自然光吧？,私たち……こんな手配はしていませんよね？自然光ですよね？,アーミヤ,True
playsound,,$d_gen_transmissionget,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,0,306,,,,False
character,,,,,,,,,,,,,,,,,,,char_002_amiya_1,char_148_nearl_1,2,,,,,,,,,,,,,,,,,0,307,,,,False
name,......先别管这么多了！,,,,,,,,,,,,,,,,,,临光,,,,,,,,,,,,,,,,,,,0,308,......先别管这么多了！,……今はそんなこと気にせず！,リンコウ,True
character,,,,,,,,,,,,,,,,,,,char_002_amiya_1#7,,,,,,,,,,,,,,,,,,,0,309,,,,False
name,明白！牵引装置，准备发射！各干员，优先确定滑索是否已经完全固定在核心城底部的墙面上！,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,0,310,明白！牵引装置，准备发射！各干员，优先确定滑索是否已经完全固定在核心城底部的墙面上！,了解しました！牽引装置、発射準備！各オペレーターは、滑索がコアシティの下部の壁にしっかり固定されているか最優先で確認してください！,アーミヤ,True
name,所有干员都完成转移后，载具会立刻驶走！尽管我很少这么说，但各位干员，我想，现在的阳光，是我们会走好运的兆头！,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,0,311,所有干员都完成转移后，载具会立刻驶走！尽管我很少这么说，但各位干员，我想，现在的阳光，是我们会走好运的兆头！,すべてのオペレーターが転移を終えたら、車両はすぐに出発します。あまりこういうことは言わないのですが、皆さん、今の日差しはきっと私たちの幸運の兆しです！,アーミヤ,True
character,,,,,,,,,,,,,,,,,,,char_148_nearl_1,,,,,,,,,,,,,,,,,,,0,312,,,,False
name,......一定是！,,,,,,,,,,,,,,,,,,临光,,,,,,,,,,,,,,,,,,,0,313,......一定是！,……きっとそうです！,リンコウ,True
name,（一不小心让光芒变得太强烈了，只能往地面倾泻这种事我怎么说得出口......）,,,,,,,,,,,,,,,,,,临光,,,,,,,,,,,,,,,,,,,0,314,（一不小心让光芒变得太强烈了，只能往地面倾泻这种事我怎么说得出口......）,（つい光を強くしすぎて、地面にだけ降り注ぐようになったなんて言えない……）,リンコウ,True
name,等等，核心城似乎在加速？,,,,,,,,,,,,,,,,,,临光,,,,,,,,,,,,,,,,,,,0,315,等等，核心城似乎在加速？,あれ、コアシティが加速してない？,リンコウ,True
name,即使整个装置借助了风势，也只能保证沙尘的泼洒涵盖到一公里以内的范围！一旦驶出范围，他们必定会发现我们！,,,,,,,,,,,,,,,,,,临光,,,,,,,,,,,,,,,,,,,0,316,即使整个装置借助了风势，也只能保证沙尘的泼洒涵盖到一公里以内的范围！一旦驶出范围，他们必定会发现我们！,装置が風を利用したとしても、砂塵が広がる範囲はせいぜい1キロだけです！もしそれを超えてしまったら、きっと私たちは見つかります！,リンコウ,True
character,,,,,,,,,,,,,,,,,,,char_002_amiya_1,,,,,,,,,,,,,,,,,,,0,317,,,,False
name,各位，动作快！,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,0,318,各位，动作快！,皆さん、急いでください！,アーミヤ,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,319,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,320,,,,False
playsound,,$drift,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0,321,,,,False
camerashake,,,,,,,false,,,,,,,,,,,,,,,,,,,0.2,0,8,30,30,true,,,,,,,0,322,,,,False
playsound,,$drift,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0,323,,,,False
camerashake,,,,,,,false,,,,,,,,,,,,,,,,,,,0.8,0,8,30,30,true,,,,,,,0,324,,,,False
blocker,,,,,,1,true,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,325,,,,False
image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,326,,,,False
background,,,,,,,,,,,,bg_laccolith,coverall,,,,,,,,,,,,,,,,,,,,,,,,,0,327,,,,False
blocker,,,,,,1,true,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,328,,,,False
playsound,,$drift,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0,329,,,,False
camerashake,,,,,,,false,,,,,,,,,,,,,,,,,,,0.2,0,8,30,30,true,,,,,,,0,330,,,,False
playsound,,$drift,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0,331,,,,False
camerashake,,,,,,,false,,,,,,,,,,,,,,,,,,,0.8,0,8,30,30,true,,,,,,,0,332,,,,False
character,,,,,,,,,,,,,,,,,,,avg_npc_012,,,,,,,,,,,,,,,,,,,0,333,,,,False
name,来不及了！我们必须立刻减速！,,,,,,,,,,,,,,,,,,驾驶员,,,,,,,,,,,,,,,,,,,0,334,来不及了！我们必须立刻减速！,もう間に合いません！すぐに減速しなければ！,パイロット,True
name,一旦驶出扬尘的范围，切尔诺伯格核心城的光学观察装置可能会立刻捕捉到我们，潜入行动会因此失败！,,,,,,,,,,,,,,,,,,驾驶员,,,,,,,,,,,,,,,,,,,0,335,一旦驶出扬尘的范围，切尔诺伯格核心城的光学观察装置可能会立刻捕捉到我们，潜入行动会因此失败！,砂塵の範囲を出たら、チェルノボーグのコアシティの光学観測装置がすぐに私たちを見つけるかもしれません。潜入作戦は失敗します！,パイロット,True
name,无论你们还剩几个队员，都快......,,,,,,,,,,,,,,,,,,驾驶员,,,,,,,,,,,,,,,,,,,0,336,无论你们还剩几个队员，都快......,残りのメンバーが何人でも、早く……,パイロット,True
decision,已经不剩下队员了。,,,,,,,,,,,,,,,已经不剩下队员了。,1,,,,,,,,,,,,,,,,,,,,,1,337,已经不剩下队员了。,もうメンバーは残っていません。,,True
predicate,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0,338,,,,False
character,,,,,,,,,,,,,,,,,,,avg_npc_012,,,,,,,,,,,,,,,,,,,0,339,,,,False
name,欸？,,,,,,,,,,,,,,,,,,驾驶员,,,,,,,,,,,,,,,,,,,0,340,欸？,えっ？,パイロット,True
decision,请将搭扣给我，我一个人上去。,,,,,,,,,,,,,,,我自己来！;（默默戴上防尘面具）;请将搭扣给我，我一个人上去。,1;2;3,,,,,,,,,,,,,,,,,,,,,3,341,请将搭扣给我，我一个人上去。,バックルを渡してくれ、一人で登ります。,,True
decision,（默默戴上防尘面具）,,,,,,,,,,,,,,,我自己来！;（默默戴上防尘面具）;请将搭扣给我，我一个人上去。,1;2;3,,,,,,,,,,,,,,,,,,,,,3,342,（默默戴上防尘面具）,（黙って防塵マスクを装着する）,,True
decision,我自己来！,,,,,,,,,,,,,,,我自己来！;（默默戴上防尘面具）;请将搭扣给我，我一个人上去。,1;2;3,,,,,,,,,,,,,,,,,,,,,3,343,我自己来！,自分でやる！,,True
predicate,,,,,,,,,,,,,,,,,,1;2;3,,,,,,,,,,,,,,,,,,,,0,344,,,,False
character,,,,,,,,,,,,,,,,,,,avg_npc_012,,,,,,,,,,,,,,,,,,,0,345,,,,False
name,......太危险了，博士！,,,,,,,,,,,,,,,,,,驾驶员,,,,,,,,,,,,,,,,,,,0,346,......太危险了，博士！,……危険すぎます、ドクター！,パイロット,True
name,没有经过干员训练的人独自登城，简直离谱！,,,,,,,,,,,,,,,,,,驾驶员,,,,,,,,,,,,,,,,,,,0,347,没有经过干员训练的人独自登城，简直离谱！,オペレーター訓練も受けてない人が一人で城に登るなんて、異常ですよ！,パイロット,True
name,凯尔希医生居然没有给你安排战场辅助人员吗？,,,,,,,,,,,,,,,,,,驾驶员,,,,,,,,,,,,,,,,,,,0,348,凯尔希医生居然没有给你安排战场辅助人员吗？,ケルシー先生は、ドクターに戦場補助要員をつけてませんでしたか？,パイロット,True
decision,没有就没有，还能怎么样呢？,,,,,,,,,,,,,,,没有就没有，还能怎么样呢？;......;也许想锻炼我的身体素质才刻意没安排。,1;2;3,,,,,,,,,,,,,,,,,,,,,3,349,没有就没有，还能怎么样呢？,いなければ仕方ないだろう？,,True
decision,......,,,,,,,,,,,,,,,没有就没有，还能怎么样呢？;......;也许想锻炼我的身体素质才刻意没安排。,1;2;3,,,,,,,,,,,,,,,,,,,,,3,350,......,……,,True
decision,也许想锻炼我的身体素质才刻意没安排。,,,,,,,,,,,,,,,没有就没有，还能怎么样呢？;......;也许想锻炼我的身体素质才刻意没安排。,1;2;3,,,,,,,,,,,,,,,,,,,,,3,351,也许想锻炼我的身体素质才刻意没安排。,もしかしたら、俺の体力を鍛えるつもりで、あえて手配しなかったのかもな。,,True
predicate,,,,,,,,,,,,,,,,,,1;2;3,,,,,,,,,,,,,,,,,,,,0,352,,,,False
character,,,,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,,,,,,,,,,,,,0,353,,,,False
name,有。,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,0,354,有。,いる。,ケルシー,True
decision,？！,,,,,,,,,,,,,,,？！,1,,,,,,,,,,,,,,,,,,,,,1,355,？！,？！,,True
predicate,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0,356,,,,False
character,,,,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,,,,,,,,,,,,,0,357,,,,False
name,我。,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,0,358,我。,私だ。,ケルシー,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,359,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,360,,,,False
,凯尔希一只手环抱过你的腰部，将你拉上了滑索。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,361,,,,False
character,,,,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,,,,,,,,,,,,,0,362,,,,False
name,博士，下次再自己把握命运吧。,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,0,363,博士，下次再自己把握命运吧。,ドクター、次は自分で運命を掴みなさい。,ケルシー,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,364,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,365,,,,False
background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,366,,,,False
blocker,,,,,,1,true,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,367,,,,False
image,,,,,,0,,,,,,avg_7_9,,,,,,,,,,,,,,,,,,,,0,0,0.9,0.9,,,0,368,,,,False
blocker,,,,,,1,true,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,369,,,,False
,风沙很大，那只“手”很坚硬，你有点不确定它是否属于凯尔希。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,370,,,,False
background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,371,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,372,,,,False
blocker,,,,,,1,true,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,373,,,,False
image,,,,,,0,,,,,,avg_7_8,,,,,,,,,,,,,,,,,,,,0,0,0.9,0.9,,,0,374,,,,False
blocker,,,,,,3,true,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,375,,,,False
playsound,,$d_gen_transmissionget,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,0,376,,,,False
name,各个小队，请各就各位！,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,0,377,各个小队，请各就各位！,各部隊は、所定の位置についください！,アーミヤ,True
name,接下来的行动，我们不能有任何失误！,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,0,378,接下来的行动，我们不能有任何失误！,これからの行動で、失敗は絶対に許されません！,アーミヤ,True
stopmusic,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,379,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,380,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,381,,,,False
blocker,,,,,,3,true,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,382,,,,False
image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,383,,,,False
background,,,,,,,,,,,,bg_cherunder,coverall,,,,,,,,,,,,,,,,,,,,,,,,,0,384,,,,False
blocker,,,,,,2,true,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,385,,,,False
,10:30 a.m.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,386,,,,False
,核心城地下基建,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,387,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,388,,,,False
playsound,,$d_gen_walk_n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,389,,,,False
delay,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,390,,,,False
character,,,,,,,,,,,,,,,,,,,avg_npc_012,,,,,,,,,,,,,,,,,,,0,391,,,,False
name,没错，这个痕迹确实也是侵入的痕迹。,,,,,,,,,,,,,,,,,,罗德岛干员,,,,,,,,,,,,,,,,,,,0,392,没错，这个痕迹确实也是侵入的痕迹。,間違いありません、この痕跡も侵入の痕跡です。,ロドスオペレーター,True
name,可以确定入侵者只有一人。,,,,,,,,,,,,,,,,,,罗德岛干员,,,,,,,,,,,,,,,,,,,0,393,可以确定入侵者只有一人。,侵入者は一人だけで間違いありません。,ロドスオペレーター,True
character,,,,,,,,,,,,,,,,,,,char_002_amiya_1#7,,,,,,,,,,,,,,,,,,,0,394,,,,False
name,前面的血迹，分不清是整合运动的还是谁的，血液还没完全变性。,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,0,395,前面的血迹，分不清是整合运动的还是谁的，血液还没完全变性。,前方の血痕ですが、整合運動側のものか他の誰かのものか区別がつきません。血もまだ完全には変質していません。,アーミヤ,True
name,很可能就是陈警官......！我们必须加快速度。,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,0,396,很可能就是陈警官......！我们必须加快速度。,きっとチェン警官のものだと思います……！私たちは急がないといけません。,アーミヤ,True
character,,,,,,,,,,,,,,,,,,,char_002_amiya_1#6,,,,,,,,,,,,,,,,,,,0,397,,,,False
name,啊，博士！,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,0,398,啊，博士！,あ、ドクター！,アーミヤ,True
name,你安全抵达就好。,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,0,399,你安全抵达就好。,ご無事に到着されてよかったです。,アーミヤ,True
decision,托某人的福，我可能差点就见不着你了。,,,,,,,,,,,,,,,那也能叫安全......！;......很险。;托某人的福，我可能差点就见不着你了。,1;2;3,,,,,,,,,,,,,,,,,,,,,3,400,托某人的福，我可能差点就见不着你了。,誰かのおかげで、もう少しで会えなくなるところだった。,,True
decision,那也能叫安全......！,,,,,,,,,,,,,,,那也能叫安全......！;......很险。;托某人的福，我可能差点就见不着你了。,1;2;3,,,,,,,,,,,,,,,,,,,,,3,401,那也能叫安全......！,それで安全って言えるのか……！,,True
decision,......很险。,,,,,,,,,,,,,,,那也能叫安全......！;......很险。;托某人的福，我可能差点就见不着你了。,1;2;3,,,,,,,,,,,,,,,,,,,,,3,402,......很险。,……危なかった。,,True
predicate,,,,,,,,,,,,,,,,,,1;2;3,,,,,,,,,,,,,,,,,,,,0,403,,,,False
character,,,,,,,,,,,,,,,,,,,char_002_amiya_1,,,,,,,,,,,,,,,,,,,0,404,,,,False
name,......嗯？啊？！,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,0,405,......嗯？啊？！,……えっ？あっ？！,アーミヤ,True
name,很，很危险吗？博士，有没有受伤？！,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,0,406,很，很危险吗？博士，有没有受伤？！,とても……とても危なかったんですか？ドクター、お怪我はありませんか？！,アーミヤ,True
decision,没事，走吧。只是心理创伤而已。,,,,,,,,,,,,,,,没事，走吧。只是心理创伤而已。,1,,,,,,,,,,,,,,,,,,,,,1,407,没事，走吧。只是心理创伤而已。,大丈夫、行こう。ただ心の傷だけだ。,,True
predicate,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0,408,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,409,,,,False
blocker,,,,,,2,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,410,,,,False
image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,411,,,,False
