command,text_orig,key,is_skippable,fit_mode,image,width,height,screenadapt,fadetime,intro,volume,crossfade,delay,time,name,name2,focus,duration,xstrength,ystrength,vibrato,randomness,fadeout,block,a,r,g,b,xFrom,yFrom,xTo,yTo,xScaleFrom,yScaleFrom,xScaleTo,yScaleTo,widgetID,style,fadestyle,offsetx,options,values,references,option_number,index,text,jp_text,jp_name,text_match
image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,378,,,,False
background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,379,,,,False
blocker,,,,,,,,,1,,,,,,,,,,,,,,,true,0,,,,,,,,,,,,,,,,,,,0,380,,,,False
character,,,,,,,,,,,,,,,char_002_amiya_1#8,char_017_homura_3#3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,381,,,,False
name,我限制了他们的活动，不过一次也只能持续十几秒！,,,,,,,,,,,,,,？？？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,382,,,,False
character,,,,,,,,,,,,,,,char_002_amiya_1#8,char_017_homura_3#3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,0,383,,,,False
name,够了，够我创造出安全区了！,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,384,,,,False
character,,,,,,,,,,,,,,,char_002_amiya_1#8,char_017_homura_3#3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,385,,,,False
name,动手吧，煌！,,,,,,,,,,,,,,？？？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,386,,,,False
character,,,,,,,,,,,,,,,char_002_amiya_1#8,char_017_homura_3#3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,0,387,,,,False
name,准备好大干一场了吗！,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,388,,,,False
character,,,,,,,,,,,,,,,char_002_amiya_1#8,char_017_homura_3#3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,389,,,,False
name,可以！,,,,,,,,,,,,,,？？？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,390,,,,False
character,,,,,,,,,,,,,,,char_002_amiya_1#8,char_017_homura_3#3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,0,391,,,,False
name,要落地了，屁股会有点疼！,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,392,,,,False
character,,,,,,,,,,,,,,,char_002_amiya_1#8,char_017_homura_3#3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,393,,,,False
name,接好我！,,,,,,,,,,,,,,？？？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,394,,,,False
character,,,,,,,,,,,,,,,char_002_amiya_1#8,char_017_homura_3#3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,0,395,,,,False
name,当然！,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,396,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,397,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,398,,,,False
blocker,,,,,,,,,1,,,,,,,,,,,,,,,true,1,0,0,0,,,,,,,,,,,,,,,,0,399,,,,False
image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,400,,,,False
background,,,,,bg_rooftop,1,1,coverall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,401,,,,False
blocker,,,,,,,,,1,,,,,,,,,,,,,,,true,0,,,,,,,,,,,,,,,,,,,0,402,,,,False
character,,,,,,,,,,,,,,,char_1508_Faust_1#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,403,,,,False
name,命令，射击！,,,,,,,,,,,,,,浮士德,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,404,,,,False
character,,,,,,,,,,,,,,,char_002_amiya_1#8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,405,,,,False
name,别小看人！,,,,,,,,,,,,,,？？？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,406,,,,False
camerashake,,,,,,,,,,,,,,,,,,6,10,8,20,90,true,false,,,,,,,,,,,,,,,,,,,,0,407,,,,False
blocker,,,,,,,,,0.2,,,,,,,,,,,,,,,true,0.7,0.95,0.95,0.95,,,,,,,,,,,,,,,,0,408,,,,False
blocker,,,,,,,,,0.25,,,,,,,,,,,,,,,true,0,0.95,0.95,0.95,,,,,,,,,,,,,,,,0,409,,,,False
playsound,,$p_skill_spiritexplo,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,410,,,,False
blocker,,,,,,,,,0.1,,,,,,,,,,,,,,,true,0.8,0,0,0,,,,,,,,,,,,,,,,0,411,,,,False
blocker,,,,,,,,,0.1,,,,,,,,,,,,,,,true,0.8,0,0,0,,,,,,,,,,,,,,,,0,412,,,,False
blocker,,,,,,,,,0.1,,,,,,,,,,,,,,,true,0.8,1,1,1,,,,,,,,,,,,,,,,0,413,,,,False
blocker,,,,,,,,,0.1,,,,,,,,,,,,,,,true,0.8,0,0,0,,,,,,,,,,,,,,,,0,414,,,,False
blocker,,,,,,,,,0.1,,,,,,,,,,,,,,,true,0.8,1,1,1,,,,,,,,,,,,,,,,0,415,,,,False
blocker,,,,,,,,,0.4,,,,,,,,,,,,,,,true,0,1,1,1,,,,,,,,,,,,,,,,0,416,,,,False
blocker,,,,,,,,,0.1,,,,,,,,,,,,,,,true,0.8,0,0,0,,,,,,,,,,,,,,,,0,417,,,,False
blocker,,,,,,,,,0.1,,,,,,,,,,,,,,,true,0.8,1,1,1,,,,,,,,,,,,,,,,0,418,,,,False
blocker,,,,,,,,,0.1,,,,,,,,,,,,,,,true,0.8,0,0,0,,,,,,,,,,,,,,,,0,419,,,,False
blocker,,,,,,,,,0.1,,,,,,,,,,,,,,,true,0.8,1,1,1,,,,,,,,,,,,,,,,0,420,,,,False
blocker,,,,,,,,,0.5,,,,,,,,,,,,,,,true,0,1,1,1,,,,,,,,,,,,,,,,0,421,,,,False
character,,,,,,,,,,,,,,,char_1508_Faust_1#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,422,,,,False
name,——弩弹被风偏移了？难道——,,,,,,,,,,,,,,浮士德,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,423,,,,False
character,,,,,,,,,,,,,,,char_002_amiya_1#8,char_017_homura_3#3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,424,,,,False
name,划开屋顶，让其他的整合运动全掉下去！,,,,,,,,,,,,,,？？？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,425,,,,False
character,,,,,,,,,,,,,,,char_002_amiya_1#8,char_017_homura_3#3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,0,426,,,,False
name,没问题，但你一定得稳住！这招我几个月也只能用一次！,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,427,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,428,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,429,,,,False
blocker,,,,,,,,,1,,,,,,,,,,,,,,,true,1,0,0,0,,,,,,,,,,,,,,,,0,430,,,,False
image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,431,,,,False
background,,,,,bg_rooftop,1,1,coverall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,432,,,,False
blocker,,,,,,,,,1,,,,,,,,,,,,,,,true,0,,,,,,,,,,,,,,,,,,,0,433,,,,False
character,,,,,,,,,,,,,,,avg_npc_015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,434,,,,False
name,唔，唔唔？,,,,,,,,,,,,,,梅菲斯特的牧群,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,435,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,436,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,437,,,,False
blocker,,,,,,,,,1,,,,,,,,,,,,,,,true,1,0,0,0,,,,,,,,,,,,,,,,0,438,,,,False
image,,,,,avg_5_boom,1,1,coverall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,439,,,,False
blocker,,,,,,,,,0.1,,,,,,,,,,,,,,,true,0,,,,,,,,,,,,,,,,,,,0,440,,,,False
blocker,,,,,,,,,0.2,,,,,,,,,,,,,,,true,1,0,0,0,,,,,,,,,,,,,,,,0,441,,,,False
blocker,,,,,,,,,0.2,,,,,,,,,,,,,,,true,0,,,,,,,,,,,,,,,,,,,0,442,,,,False
playsound,,$p_imp_grenade_n,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,443,,,,False
camerashake,,,,,,,,,,,,,,,,,,1,15,10,30,90,true,,,,,,,,,,,,,,,,,,,,,0,444,,,,False
playsound,,$d_sp_ballista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,445,,,,False
camerashake,,,,,,,,,,,,,,,,,,1,5,3,30,90,true,true,,,,,,,,,,,,,,,,,,,,0,446,,,,False
imagetween,,,,,,,,,,,,,,,,,,0.1,,,,,,true,,,,,0,0,30,30,1,1,1.6,1.6,,,,,,,,0,447,,,,False
image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,448,,,,False
image,,,,,avg_5_boom,1,1,coverall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,449,,,,False
playsound,,$d_sp_ballista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,450,,,,False
camerashake,,,,,,,,,,,,,,,,,,1,5,3,30,90,true,true,,,,,,,,,,,,,,,,,,,,0,451,,,,False
playsound,,$d_sp_ballista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,452,,,,False
camerashake,,,,,,,,,,,,,,,,,,1,5,3,30,90,true,true,,,,,,,,,,,,,,,,,,,,0,453,,,,False
name,唔啊啊啊！！,,,,,,,,,,,,,,梅菲斯特的牧群,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,454,,,,False
character,,,,,,,,,,,,,,,char_015_lmg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,455,,,,False
name,近卫局的顶楼被切出了巨大的裂痕！,,,,,,,,,,,,,,近卫局成员,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,456,,,,False
character,,,,,,,,,,,,,,,char_010_chen_1#2,char_015_lmg,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,457,,,,False
name,我知道，你们小心坍塌！,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,458,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,459,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,460,,,,False
playsound,,$d_sp_ballista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,461,,,,False
camerashake,,,,,,,,,,,,,,,,,,1,5,3,30,90,true,true,,,,,,,,,,,,,,,,,,,,0,462,,,,False
blocker,,,,,,,,,1,,,,,,,,,,,,,,,true,1,0,0,0,,,,,,,,,,,,,,,,0,463,,,,False
image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,464,,,,False
blocker,,,,,,,,,1,,,,,,,,,,,,,,,true,0,,,,,,,,,,,,,,,,,,,0,465,,,,False
character,,,,,,,,,,,,,,,char_015_lmg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,466,,,,False
name,怎么回事？怎么做到的？发生了什么？！,,,,,,,,,,,,,,近卫局成员,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,467,,,,False
name,哎，大量的整合运动也一同掉到这层楼里了！,,,,,,,,,,,,,,近卫局成员,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,468,,,,False
name,不管了，大家撑住！,,,,,,,,,,,,,,近卫局成员,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,469,,,,False
playsound,,$d_sp_ballista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,470,,,,False
camerashake,,,,,,,,,,,,,,,,,,1,5,3,30,90,true,true,,,,,,,,,,,,,,,,,,,,0,471,,,,False
playsound,,$d_sp_ballista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,472,,,,False
camerashake,,,,,,,,,,,,,,,,,,1,5,3,30,90,true,true,,,,,,,,,,,,,,,,,,,,0,473,,,,False
playsound,,$d_sp_ballista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,474,,,,False
camerashake,,,,,,,,,,,,,,,,,,1,5,3,30,90,true,true,,,,,,,,,,,,,,,,,,,,0,475,,,,False
playsound,,$d_sp_ballista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,476,,,,False
camerashake,,,,,,,,,,,,,,,,,,1,5,3,30,90,true,true,,,,,,,,,,,,,,,,,,,,0,477,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,478,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,479,,,,False
delay,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,480,,,,False
playsound,,$d_gen_transmissionget,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,481,,,,False
charactercutin,,,,,,200,,,0.5,,,,,,char_308_swire_1#5,,,,,,,,,true,,,,,,,,,,,,,1,cutin,horiz_expand_center,-300,,,,0,482,,,,False
name,喂，喂？,,,,,,,,,,,,,,诗怀雅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,483,,,,False
name,你用不着那么快就赶着去死吧。,,,,,,,,,,,,,,诗怀雅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,484,,,,False
character,,,,,,,,,,,,,,,char_empty,char_010_chen_1#4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,0,485,,,,False
name,......,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,486,,,,False
name,这么关键的时刻，你在通讯频道里搞什么？,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,487,,,,False
character,,,,,,,,,,,,,,,char_empty,char_010_chen_1#4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,488,,,,False
name,哎，我的任务完成了，我来告诉你一声而已。,,,,,,,,,,,,,,诗怀雅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,489,,,,False
name,罗德岛有架很厉害的东西，靠那个，她们应该马上就到了。,,,,,,,,,,,,,,诗怀雅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,490,,,,False
character,,,,,,,,,,,,,,,char_empty,char_010_chen_1#5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,0,491,,,,False
name,已经到了。你的任务是什么？,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,492,,,,False
character,,,,,,,,,,,,,,,char_empty,char_010_chen_1#5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,493,,,,False
name,接应罗德岛啊。,,,,,,,,,,,,,,诗怀雅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,494,,,,False
charactercutin,,,,,,,,,0.5,,,,,,,,,,,,,,,true,,,,,,,,,,,,,1,,,,,,,0,495,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,496,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,497,,,,False
blocker,,,,,,,,,1,,,,,,,,,,,,,,,true,1,0,0,0,,,,,,,,,,,,,,,,0,498,,,,False
image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,499,,,,False
background,,,,,bg_rooftop,1,1,coverall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,500,,,,False
blocker,,,,,,,,,1,,,,,,,,,,,,,,,true,0,,,,,,,,,,,,,,,,,,,0,501,,,,False
character,,,,,,,,,,,,,,,char_017_homura_3#3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,502,,,,False
name,安全落地！,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,503,,,,False
character,,,,,,,,,,,,,,,char_002_amiya_1#8,char_017_homura_3#3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,504,,,,False
name,煌，放我下来吧。,,,,,,,,,,,,,,？？？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,505,,,,False
character,,,,,,,,,,,,,,,char_010_chen_1#3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,506,,,,False
name,你......你们......,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,507,,,,False
character,,,,,,,,,,,,,,,char_002_amiya_1#8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,508,,,,False
name,陈长官！,,,,,,,,,,,,,,？？？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,509,,,,False
character,,,,,,,,,,,,,,,char_010_chen_1#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,510,,,,False
name,阿米娅......！,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,511,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,512,,,,False
delay,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,513,,,,False
character,,,,,,,,,1,,,,,,char_002_amiya_1#2,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,0,514,,,,False
name,抱歉陈长官，我们来晚了。,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,515,,,,False
name,依照协议，现在是罗德岛支援你的时候了。,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,516,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,517,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,518,,,,False
blocker,,,,,,,,,1,,,,,,,,,,,,,,,true,1,0,0,0,,,,,,,,,,,,,,,,0,519,,,,False
background,,,,,bg_aircraft,1,1,coverall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,520,,,,False
blocker,,,,,,,,,1,,,,,,,,,,,,,,,true,0,,,,,,,,,,,,,,,,,,,0,521,,,,False
,数分钟前,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,522,,,,False
name,04:21 A.M.  天气/多云,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,523,,,,False
name,龙门上城区，“坏家伙”号，近卫局大楼上空40米处,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,524,,,,False
delay,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,525,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,526,,,,False
decision,看她那狼狈的样子。去帮帮她，阿米娅。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,好了，到你们大显身手的时候了！;......去吧。;看她那狼狈的样子。去帮帮她，阿米娅。,1;2;3,,3,527,,,,False
decision,......去吧。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,好了，到你们大显身手的时候了！;......去吧。;看她那狼狈的样子。去帮帮她，阿米娅。,1;2;3,,3,528,,,,False
decision,好了，到你们大显身手的时候了！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,好了，到你们大显身手的时候了！;......去吧。;看她那狼狈的样子。去帮帮她，阿米娅。,1;2;3,,3,529,,,,False
predicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,530,,,,False
character,,,,,,,,,,,,,,,char_002_amiya_1#1,char_017_homura_3#1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,0,531,,,,False
name,你这是在热情高涨个什么劲啊，她之前可是把阿米娅丢在废城不管，现在不正该让她好好尝尝孤立无援的滋味吗？,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,532,,,,False
character,,,,,,,,,,,,,,,char_002_amiya_1#1,char_017_homura_3#1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,533,,,,False
name,煌，别这样。博士是对的。我们必须先解决龙门的问题。,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,534,,,,False
name,否则，罗德岛迄今以来的所有付出都会白费。,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,535,,,,False
character,,,,,,,,,,,,,,,char_002_amiya_1#1,char_017_homura_3#1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,0,536,,,,False
name,行吧，如果是命令的话，我接受。,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,537,,,,False
predicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,538,,,,False
character,,,,,,,,,,,,,,,char_002_amiya_1#1,char_017_homura_3#1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,0,539,,,,False
name,我知道。,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,540,,,,False
name,但说实话，我并不想帮这个家伙。,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,541,,,,False
character,,,,,,,,,,,,,,,char_002_amiya_1#1,char_017_homura_3#1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,542,,,,False
name,煌，我们不能让罗德岛三个月来的努力白白流失。,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,543,,,,False
character,,,,,,,,,,,,,,,char_002_amiya_1#1,char_017_homura_3#1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,0,544,,,,False
name,经济效益是吧，得了，我做就是了。,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,545,,,,False
character,,,,,,,,,,,,,,,char_002_amiya_1#1,char_017_homura_3#1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,546,,,,False
name,有些事，等到龙门安全了再讨论也不迟。,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,547,,,,False
character,,,,,,,,,,,,,,,char_002_amiya_1#1,char_017_homura_3#1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,0,548,,,,False
name,那到时候，我们可要捞很大一笔佣金才行！,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,549,,,,False
predicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,550,,,,False
character,,,,,,,,,,,,,,,char_002_amiya_1#1,char_017_homura_3#1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,0,551,,,,False
name,我们看起来可是比她还要破破烂烂啊？,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,552,,,,False
name,好烦，我都没想到废城里的那个家伙居然那么嚣张，凯尔希根本没提醒过我啊......,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,553,,,,False
character,,,,,,,,,,,,,,,char_002_amiya_1#1,char_017_homura_3#1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,554,,,,False
name,等回罗德岛，我请你吃咖喱。,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,555,,,,False
name,回去以后，我们就能好好休息了。但首先，我们要把这场战斗彻底结束掉。,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,556,,,,False
character,,,,,,,,,,,,,,,char_002_amiya_1#1,char_017_homura_3#1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,0,557,,,,False
name,行，就这么定了，上吧！,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,558,,,,False
predicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,559,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,560,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,561,,,,False
blocker,,,,,,,,,1,,,,,,,,,,,,,,,true,1,0,0,0,,,,,,,,,,,,,,,,0,562,,,,False
background,,,,,bg_rooftop,1,1,coverall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,563,,,,False
blocker,,,,,,,,,2,,,,,,,,,,,,,,,true,0,,,,,,,,,,,,,,,,,,,0,564,,,,False
character,,,,,,,,,,,,,,,char_1507_Mephisto_1#4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,565,,,,False
name,你们怎么会在这？,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,566,,,,False
character,,,,,,,,,,,,,,,char_002_amiya_1#7,char_1507_Mephisto_1#4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,567,,,,False
name,我们必须在这，梅菲斯特。,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,568,,,,False
character,,,,,,,,,,,,,,,char_002_amiya_1#7,char_1507_Mephisto_1#3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,0,569,,,,False
name,霜星在干什么！那个家伙怎么回事，难道又昏死过去了吗！,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,570,,,,False
name,你这只兔子，你们罗德岛，不早该被冻死在切城了吗！,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,571,,,,False
character,,,,,,,,,,,,,,,char_002_amiya_1#7,char_1507_Mephisto_1#3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,572,,,,False
name,我还不能死。,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,573,,,,False
name,只要这片大地上还有矿石病带来的灾难，我们的战斗就永无休止。,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,574,,,,False
name,无论是你这样的狂人还是感染者遭遇的不公，我们都会一个接一个的铲除！,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,575,,,,False
character,,,,,,,,,,,,,,,char_002_amiya_1#7,char_1507_Mephisto_1#5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,0,576,,,,False
name,哈，哈哈......,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,577,,,,False
