command,text_orig,name,focus,image,index,text,jp_text,jp_name,text_match
name,魏彦吾，你的真面目就这么被轻松揭开了吗？你的私兵就这么大喇喇地出现在你的办公室里吗？,陈,,,404,魏彦吾，你的真面目就这么被轻松揭开了吗？你的私兵就这么大喇喇地出现在你的办公室里吗？,魏彦吾、お前の本性はそんなに簡単に暴かれるのか？お前の私兵はこんなに堂々とお前のオフィスに現れるのか？,陳,True
character,,avg_npc_038,,,405,,,avg_npc_038,True
name,陈家小姐，龙门有难！,？？？,,,406,陈家小姐，龙门有难！,陳家のお嬢様、龍門が危機に瀕しています！,???,True
character,,char_010_chen_1#4,,,407,,,char_010_chen_1#4,True
name,这话听起来很有责任感。,陈,,,408,这话听起来很有责任感。,その言葉、責任感がありそうだな。,陳,True
name,但你们说的话，我一句都不会信。你们有什么要和他说的，请便。,陈,,,409,但你们说的话，我一句都不会信。你们有什么要和他说的，请便。,だが、お前たちの言うことなど一言も信じない。彼に言いたいことがあるなら、勝手に話せ。,陳,True
character,,avg_npc_038,,,410,,,avg_npc_038,True
name,魏公......我们可自削面目，轻装入城，袭杀主谋，力阻撞击！事成之后，我们必以身殉城，不使魏公烦忧！,？？？,,,411,魏公......我们可自削面目，轻装入城，袭杀主谋，力阻撞击！事成之后，我们必以身殉城，不使魏公烦忧！,魏公……我々は身分を隠し、身軽に城に入り、首謀者を襲撃して衝突を全力で阻止します！事が成った後は必ず殉死して、魏公にご心配おかけしません！,???,True
character,,char_2005_weiyw_1#3,1,,412,,,char_2005_weiyw_1#3,True
name,出去！,魏彦吾,,,413,出去！,出て行け！,魏彦吾,True
character,,char_2005_weiyw_1#3,2,,414,,,char_2005_weiyw_1#3,True
name,魏公！,？？？,,,415,魏公！,魏公！,???,True
character,,char_010_chen_1#2,,,416,,,char_010_chen_1#2,True
name,怎么了魏彦吾？让我去或者让他们去，很难吗？,陈,,,417,怎么了魏彦吾？让我去或者让他们去，很难吗？,どうした、魏彦吾？私を行かせるか、彼らを行かせるか、そんなに難しいのか？,陳,True
name,为什么在杀人的时候雷厉风行，在该救人的时候就变得优柔寡断了？,陈,,,418,为什么在杀人的时候雷厉风行，在该救人的时候就变得优柔寡断了？,人を殺す時は決断が早いのに、人を救う時にはなぜそんなに優柔不断になる？,陳,True
name,这次......是这样。,陈,,,419,这次......是这样。,今回は……そうだ。,陳,True
character,,char_010_chen_1#4,,,420,,,char_010_chen_1#4,True
name,上次，也是这样。,陈,,,421,上次，也是这样。,前回も、同じだった。,陳,True
name,我没指望能好好道别一次。,陈,,,422,我没指望能好好道别一次。,ちゃんと別れができるなんて期待していなかった。,陳,True
name,算了，魏彦吾。虽然我想过很多次了，但我也没指望能好好向谁道别。,陈,,,423,算了，魏彦吾。虽然我想过很多次了，但我也没指望能好好向谁道别。,もういい、魏彦吾。何度も考えたが、誰かにしっかりと別れを告げられるとは思ったこともなかった。,陳,True
name,文月小姐，我妈妈以前对你那样，我很过意不去。谢谢你，谢谢这么多年来对我的照顾。我一直把你当亲人看待。,陈,,,424,文月小姐，我妈妈以前对你那样，我很过意不去。谢谢你，谢谢这么多年来对我的照顾。我一直把你当亲人看待。,文月さん、母が以前あなたにあのような態度をとったこと、申し訳なく思っています。ありがとう、長年私の面倒を見てくれて。本当に家族同然に思っています。,陳,True
character,,char_2006_weiywfmzuki_1,,,425,,,char_2006_weiywfmzuki_1,True
name,......小陈？！,文月,,,426,......小陈？！,……陳さん？！,文月,True
character,,char_2005_weiyw_1#3,,,427,,,char_2005_weiyw_1#3,True
camerashake,,,,,428,,,,True
name,陈警司！,魏彦吾,,,429,陈警司！,陳警司！,魏彦吾,True
character,,char_010_chen_1#4,,,430,,,char_010_chen_1#4,True
name,不再是了。这个近卫局的徽章，还给你。,陈,,,431,不再是了。这个近卫局的徽章，还给你。,もう違う。この近衛局のバッジは返す。,陳,True
character,,char_2005_weiyw_1#3,,,432,,,char_2005_weiyw_1#3,True
name,——拿下她！,魏彦吾,,,433,——拿下她！,――彼女を捕えろ！,魏彦吾,True
character,,char_010_chen_1#5,,,434,,,char_010_chen_1#5,True
name,要在这里先厮杀一场？要决定谁才是真正的叛徒？,陈,,,435,要在这里先厮杀一场？要决定谁才是真正的叛徒？,ここで血を流すのか？本当の裏切り者を決めたいのか？,陳,True
character,,avg_npc_038,,,436,,,avg_npc_038,True
name,陈警司，大敌当前！,？？？,,,437,陈警司，大敌当前！,陳警司、目の前に大きな敵がいます！,???,True
character,,char_010_chen_1#5,,,438,,,char_010_chen_1#5,True
name,作为感染者，我天生就是你们的敌人。,陈,,,439,作为感染者，我天生就是你们的敌人。,感染者として、生まれつきお前たちの敵なんだ。,陳,True
character,,avg_npc_038,,,440,,,avg_npc_038,True
name,收手吧！否则，不可怪我下手无情。,？？？,,,441,收手吧！否则，不可怪我下手无情。,やめてください！そうでなければ、私が容赦しなくても恨まないでください。,???,True
character,,char_010_chen_1#4,,,442,,,char_010_chen_1#4,True
name,你们对谁手下留情过？！,陈,,,443,你们对谁手下留情过？！,お前たちは誰かに手加減したことがあるのか？！,陳,True
character,,avg_npc_038,,,444,,,avg_npc_038,True
name,......嗯？！,？？？,,,445,......嗯？！,……ん？!,???,True
character,,char_010_chen_1#2,,,446,,,char_010_chen_1#2,True
name,不要用这种冠冕堂皇的口气说你们根本就不可能去做的事！,陈,,,447,不要用这种冠冕堂皇的口气说你们根本就不可能去做的事！,できもしないことを偉そうな口調で言うな！,陳,True
character,,avg_npc_038,,,448,,,avg_npc_038,True
name,魏公，当心！,？？？,,,449,魏公，当心！,魏公、お気を付けて！,???,True
character,,char_010_chen_1#2,,,450,,,char_010_chen_1#2,True
name,赤霄，振气！,陈,,,451,赤霄，振气！,赤霄、気を放て！,陳,True
dialog,,,,,452,,,,True
character,,,,,453,,,,True
blocker,,,,,454,,,,True
,“彦吾兄弟，如果这剑是用来屠龙的话，德拉克算不算？”,,,,455,“彦吾兄弟，如果这剑是用来屠龙的话，德拉克算不算？”,「彦吾兄弟、この剣が竜殺しのためなら、ドラコも対象になるか？」,,True
,“也算？那我是不是该小心点了，哈哈......”,,,,456,“也算？那我是不是该小心点了，哈哈......”,「対象か？それなら自分も気をつけないとな、はは……」,,True
character,,,,,457,,,,True
dialog,,,,,458,,,,True
blocker,,,,,459,,,,True
character,,char_003_kalts_1#2,,,460,,,char_003_kalts_1#2,True
name,竟然是......法术乱流？,凯尔希,,,461,竟然是......法术乱流？,まさか……魔法の乱流？,ケルシー,True
character,,char_002_amiya_1#7,1,,462,,,char_002_amiya_1#7,True
name,医生，快退后，我来挡下法术！,阿米娅,,,463,医生，快退后，我来挡下法术！,ドクター、早く下がってください、私が術を防ぎます！,アーミヤ,True
character,,char_002_amiya_1#7,2,,464,,,char_002_amiya_1#7,True
name,不......能量的结层只会被那种切割性的法术撕碎。,凯尔希,,,465,不......能量的结层只会被那种切割性的法术撕碎。,だめだ……エネルギーの結界は、ああいった切断系の術には引き裂かれてしまう。,ケルシー,True
name,她没有瞄准你我，现在，立即退出可能被她法术波及的范围。,凯尔希,,,466,她没有瞄准你我，现在，立即退出可能被她法术波及的范围。,彼女は私たちを狙っていない。今すぐ術の影響範囲から退避しろ。,ケルシー,True
character,,char_002_amiya_1#6,1,,467,,,char_002_amiya_1#6,True
name,啊，好！,阿米娅,,,468,啊，好！,はい、分かりました！,アーミヤ,True
character,,char_002_amiya_1#6,2,,469,,,char_002_amiya_1#6,True
name,法术开始伸展了。后退！,凯尔希,,,470,法术开始伸展了。后退！,術が広がり始めた、下がれ！,ケルシー,True
character,,char_010_chen_1#2,,,471,,,char_010_chen_1#2,True
name,——出！,陈,,,472,——出！,——出ろ！,陳,True
dialog,,,,,473,,,,True
character,,,,,474,,,,True
camerashake,,,,,475,,,,True
playsound,,,,,476,,,,True
blocker,,,,,477,,,,True
blocker,,,,,478,,,,True
character,,avg_npc_038,,,479,,,avg_npc_038,True
name,斩龙剑，出鞘了一瞬？！,？？？,,,480,斩龙剑，出鞘了一瞬？！,斬龍剣、鞘から抜かれたのは一瞬か？！,？？？,True
name,呲......！,？？？,,,481,呲......！,チッ......！,？？？,True
character,,char_010_chen_1#4,,,482,,,char_010_chen_1#4,True
name,用手臂就挡下了？,陈,,,483,用手臂就挡下了？,腕で受け止めたのか？,チェン,True
character,,avg_npc_038,,,484,,,avg_npc_038,True
name,相当锐利！警司，你的剑术相较从前，确有进境！,？？？,,,485,相当锐利！警司，你的剑术相较从前，确有进境！,かなり鋭い！警司、あなたの剣術は以前より明らかに進歩しているな！,？？？,True
character,,char_003_kalts_1,,,486,,,char_003_kalts_1,True
name,......火锻源石。赤霄吗？他们竟然还在铸造这种武器。,凯尔希,,,487,......火锻源石。赤霄吗？他们竟然还在铸造这种武器。,……火で鍛えた源石。赤霄か？彼らはまだこんな武器を作り続けているのか。,ケルシー,True
character,,char_002_amiya_1#6,1,,488,,,char_002_amiya_1#6,True
name,这把剑，医生，难道是专门铸造来对抗能量法术的？,阿米娅,,,489,这把剑，医生，难道是专门铸造来对抗能量法术的？,この剣は、ドクター、もしかしてエネルギー術に対抗するために特別に作られたのですか？,アーミヤ,True
name,......最初陈长官不让我看那把剑，也是设想了与我为敌的情况吗......？,阿米娅,,,490,......最初陈长官不让我看那把剑，也是设想了与我为敌的情况吗......？,……最初にチェン長官が私にその剣を見せなかったのは、私を敵に回すことを考えていたからでしょうか……？,アーミヤ,True
character,,char_010_chen_1#4,,,491,,,char_010_chen_1#4,True
camerashake,,,,,492,,,,True
name,让开！,陈,,,493,让开！,どけ！,チェン,True
character,,avg_npc_038,,,494,,,avg_npc_038,True
name,魏公，警司确实笃定了心思。我可能没法挡下第二击。需要我搏命吗？,？？？,,,495,魏公，警司确实笃定了心思。我可能没法挡下第二击。需要我搏命吗？,魏公、警司は確かに覚悟を決めています。私は二撃目を防げないかもしれません。命を賭けますか？,？？？,True
name,我死，定可把陈督察留在龙门，虽不能保她四肢健全，但一定能留她生路。,？？？,,,496,我死，定可把陈督察留在龙门，虽不能保她四肢健全，但一定能留她生路。,私が死ねば、チェン警部を龍門に引き留められるはずです。四肢は守れないかもしれませんが、命だけは助けられるでしょう。,？？？,True
character,,char_2005_weiyw_1#3,1,,497,,,char_2005_weiyw_1#3,True
name,——不可。你，撤步。不可直撄其锋！,魏彦吾,,,498,——不可。你，撤步。不可直撄其锋！,——だめだ。お前は下がれ。正面から受けてはならん！,ウェイ・イェンウ,True
character,,char_2005_weiyw_1,2,,499,,,char_2005_weiyw_1,True
name,我立刻联系其他弟兄。,？？？,,,500,我立刻联系其他弟兄。,すぐに他の仲間に連絡する。,？？？,True
character,,char_010_chen_1#2,,,501,,,char_010_chen_1#2,True
name,想叫后援？赤霄——,陈,,,502,想叫后援？赤霄——,応援でも呼ぶつもりか？赤霄——,チェン,True
character,,char_2005_weiyw_1#3,,,503,,,char_2005_weiyw_1#3,True
camerashake,,,,,504,,,,True
name,停手！！,魏彦吾,,,505,停手！！,やめろ！！,ウェイ・イェンウ,True
character,,char_2005_weiyw_1#3,2,,506,,,char_2005_weiyw_1#3,True
name,呃......！,陈,,,507,呃......！,うっ……！,チェン,True
character,,char_2005_weiyw_1#4,1,,508,,,char_2005_weiyw_1#4,True
name,晖洁，你想使云裂之剑？,魏彦吾,,,509,晖洁，你想使云裂之剑？,晖潔（フイジエ）、雲裂の剣を使おうとしているのか？,ウェイ・イェンウ,True
character,,char_2005_weiyw_1#4,2,,510,,,char_2005_weiyw_1#4,True
name,......,陈,,,511,......,……,チェン,True
character,,char_2005_weiyw_1#4,1,,512,,,char_2005_weiyw_1#4,True
name,别忘了，你的剑术和你的法术是谁教你的？,魏彦吾,,,513,别忘了，你的剑术和你的法术是谁教你的？,忘れるな、お前の剣術も術も、誰が教えたと思っている？,ウェイ・イェンウ,True
name,我从来不曾想过要废掉你的剑术，但我不会在此时此刻假意仁慈。,魏彦吾,,,514,我从来不曾想过要废掉你的剑术，但我不会在此时此刻假意仁慈。,私はお前の剣術を無にしようと思ったことはない。しかし、今この場で偽りの慈悲を見せるつもりもない。,ウェイ・イェンウ,True
name,莫要逼我，陈晖洁。,魏彦吾,,,515,莫要逼我，陈晖洁。,無理を言うな、チェン・フイジエ。,ウェイ・イェンウ,True
character,,char_2005_weiyw_1#4,2,,516,,,char_2005_weiyw_1#4,True
name,你尽管动手好了，魏大人。赤霄在我手里。,陈,,,517,你尽管动手好了，魏大人。赤霄在我手里。,どうぞお好きなように、魏様。赤霄は私の手にある。,チェン,True
name,给我赤霄的这一天，你是不是觉得我会杀你？,陈,,,518,给我赤霄的这一天，你是不是觉得我会杀你？,この赤霄を私に渡した日、あなたは私があなたを殺すと思ったのか？,チェン,True
name,我不会用它来杀你，魏彦吾。,陈,,,519,我不会用它来杀你，魏彦吾。,私はこれであなたを殺すつもりはない、ウェイ・イェンウ。,チェン,True
character,,char_2005_weiyw_1#4,1,,520,,,char_2005_weiyw_1#4,True
name,......,魏彦吾,,,521,......,……,ウェイ・イェンウ,True
character,,char_2005_weiyw_1#4,2,,522,,,char_2005_weiyw_1#4,True
name,你觉得你在保护我，对吗？,陈,,,523,你觉得你在保护我，对吗？,あなたは私を守っているつもりなんでしょう？,チェン,True
name,妈妈是忧郁而死的。塔露拉是被掳走的。我是因为职位染上矿石病的。,陈,,,524,妈妈是忧郁而死的。塔露拉是被掳走的。我是因为职位染上矿石病的。,母さんは憂いで亡くなり、タルラはさらわれ、私はこの立場ゆえに鉱石病になった。,チェン,True
name,你觉得你做的这一切都在保护我，是吗？是因为你的愧疚，还是因为你对自己权谋的自信？,陈,,,525,你觉得你做的这一切都在保护我，是吗？是因为你的愧疚，还是因为你对自己权谋的自信？,あなたは自分のしてきたすべてが私を守るためだと、本当に思っているの？それとも罪の意識？それとも自分の策略に対する自信？,チェン,True
character,,char_2005_weiyw_1#4,,,526,,,char_2005_weiyw_1#4,True
name,我不想任何悲剧再发生在我面前。,魏彦吾,,,527,我不想任何悲剧再发生在我面前。,私はもう目の前で誰かが悲劇に遭うのを見たくないのだ。,ウェイ・イェンウ,True
character,,char_010_chen_1#2,,,528,,,char_010_chen_1#2,True
camerashake,,,,,529,,,,True
name,扯谎！,陈,,,530,扯谎！,嘘だ！,チェン,True
character,,char_010_chen_1#4,,,531,,,char_010_chen_1#4,True
name,魏彦吾，这把剑有该杀的人......也有该守住的人。,陈,,,532,魏彦吾，这把剑有该杀的人......也有该守住的人。,ウェイ・イェンウ、この剣には倒すべき敵も、守るべき人もいる。,チェン,True
name,如果她真的想毁掉这座龙门城......！,陈,,,533,如果她真的想毁掉这座龙门城......！,もし彼女が本当にこの龍門の街を滅ぼすつもりなら……！,チェン,True
character,,char_2005_weiyw_1#5,,,534,,,char_2005_weiyw_1#5,True
name,不......不。你不能去。,魏彦吾,,,535,不......不。你不能去。,だめだ……行かせない。,ウェイ・イェンウ,True
character,,char_010_chen_1#5,,,536,,,char_010_chen_1#5,True
name,我从没想过要在这里战胜你和黑蓑。,陈,,,537,我从没想过要在这里战胜你和黑蓑。,ここであなたや黒蓑に勝つつもりは最初からなかった。,チェン,True
name,......只是，魏彦吾，出口可不是只有门。,陈,,,538,......只是，魏彦吾，出口可不是只有门。,……ただ、ウェイ・イェンウ、出口は必ずしも扉だけじゃない。,チェン,True
character,,avg_npc_038,,,539,,,avg_npc_038,True
name,窗户？！,？？？,,,540,窗户？！,窓か？！,？？？,True
character,,char_2005_weiyw_1#4,1,,541,,,char_2005_weiyw_1#4,True
name,陈晖洁，别做傻事，这里离地面有数百米。,魏彦吾,,,542,陈晖洁，别做傻事，这里离地面有数百米。,チェン・フイジエ、馬鹿な真似はやめろ。ここは地上から何百メートルもあるんだぞ。,ウェイ・イェンウ,True
character,,char_2005_weiyw_1#4,2,,543,,,char_2005_weiyw_1#4,True
name,这也不是我第一第二次走窗户了。,陈,,,544,这也不是我第一第二次走窗户了。,窓から出るのは、これが一度や二度じゃない。,チェン,True
character,,char_2005_weiyw_1#3,,,545,,,char_2005_weiyw_1#3,True
name,——,魏彦吾,,,546,——,——,ウェイ・イェンウ,True
camerashake,,,,,547,,,,True
name,陈晖洁，你绝不能见她！！,魏彦吾,,,548,陈晖洁，你绝不能见她！！,チェン・フイジエ、お前は絶対に彼女に会ってはならん！！,ウェイ・イェンウ,True
character,,char_2006_weiywfmzuki_1,,,549,,,char_2006_weiywfmzuki_1,True
name,啊......小陈......！,文月,,,550,啊......小陈......！,あ……チェンちゃん……！,フミヅキ,True
character,,char_2005_weiyw_1#3,,,551,,,char_2005_weiyw_1#3,True
name,你不能重蹈覆辙！你不该走上我们的老路！,魏彦吾,,,552,你不能重蹈覆辙！你不该走上我们的老路！,同じ過ちを繰り返すな！私たちの古い道を歩んではならない！,ウェイ・イェンウ,True
name,如果一定还要有一个人为这座城市而死，那个人只可以是——,魏彦吾,,,553,如果一定还要有一个人为这座城市而死，那个人只可以是——,この街のためにひとり死なねばならないなら、その人間は——,ウェイ・イェンウ,True
character,,char_010_chen_1,,,554,,,char_010_chen_1,True
name,唉。,陈,,,555,唉。,はぁ。,チェン,True
name,......舅舅......,陈,,,556,......舅舅......,……おじさん……,チェン,True
character,,char_010_chen_1#4,,,557,,,char_010_chen_1#4,True
name,不......魏彦吾。今天起，我们恩怨两消。,陈,,,558,不......魏彦吾。今天起，我们恩怨两消。,……いや……ウェイ・イェンウ。今日から、私たちの因縁は帳消しだ。,チェン,True
dialog,,,,,559,,,,True
character,,,,,560,,,,True
blocker,,,,,561,,,,True
playsound,,,,,562,,,,True
background,,,,bg_black,563,,,,True
blocker,,,,,564,,,,True
delay,,,,,565,,,,True
,玻璃破碎的声音响起，陈仰面坠下了高楼。,,,,566,玻璃破碎的声音响起，陈仰面坠下了高楼。,ガラスが割れる音が響き、チェンは仰向けに高層ビルから落ちました。,,True
,龙门城主高声咆哮，披着黑色雨披的人利箭般跃向了破窗。,,,,567,龙门城主高声咆哮，披着黑色雨披的人利箭般跃向了破窗。,龍門の城主が大声で咆哮し、黒いレインコートをまとった人物が矢のように割れた窓へ飛び込んだ。,,True
,可陈已经下定决心。,,,,568,可陈已经下定决心。,しかし、チェンはすでに決意を固めていました。,,True
dialog,,,,,569,,,,True
blocker,,,,,570,,,,True
image,,,,,571,,,,True
