command,text_orig,key,is_skippable,fit_mode,intro,volume,crossfade,delay,a,r,g,b,block,image,fadetime,time,name,name2,focus,Delay,duration,xstrength,ystrength,vibrato,randomness,afrom,rfrom,gfrom,bfrom,width,height,initr,x,y,xScale,yScale,xFrom,yFrom,xTo,yTo,xScaleFrom,yScaleFrom,xScaleTo,yScaleTo,fadeout,screenadapt,index,text,jp_text,jp_name,text_match
name,阿米娅！,,,,,,,,,,,,,,,,医疗干员,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,阿米娅！,アーミヤ！,医療オペレーター,True
character,,,,,,,,,,,,,,,,,char_002_amiya_1#7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,,,,False
name,没问题......我没问题......,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361,没问题......我没问题......,大丈夫です……私は大丈夫です……,アーミヤ,True
name,我没问题的——！,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,我没问题的——！,大丈夫です——！,アーミヤ,True
name,我要......我必须......保护你们！,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,我要......我必须......保护你们！,私は……私は絶対に……皆さんをお守りします！,アーミヤ,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364,,,,False
character,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365,,,,False
playsound,,$d_gen_thunders_amb,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,,,,False
playsound,,$b_char_defboost,,,,0.5,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,367,,,,False
playsound,,$d_gen_thunders_amb,,,,0.2,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,368,,,,False
playsound,,$flashback,,,,0.2,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,369,,,,False
camerashake,,,,,,,,,,,,,false,,,,,,,,0.5,10,12,30,90,,,,,,,,,,,,,,,,,,,,,,370,,,,False
blocker,,,,,,,,,1,1,1,1,true,,0.1,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,371,,,,False
blocker,,,,,,,,,1,1,1,1,true,,0.1,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,372,,,,False
blocker,,,,,,,,,0.8,1,1,1,true,,0.2,,,,,,,,,,,1,1,0.4,0.4,,,,,,,,,,,,,,,,,,373,,,,False
blocker,,,,,,,,,0.8,0,0,0,true,,0.3,,,,,,,,,,,0.8,1,1,1,,,,,,,,,,,,,,,,,,374,,,,False
blocker,,,,,,,,,0,,,,true,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375,,,,False
camerashake,,,,,,,,,,,,,false,,,,,,,,0.5,10,12,30,90,,,,,,,,,,,,,,,,,,,,,,376,,,,False
character,,,,,,,,,,,,,,,,,char_016_medic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377,,,,False
name,黑色......将敌人的法术封在了广场上......,,,,,,,,,,,,,,,,医疗干员,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378,黑色......将敌人的法术封在了广场上......,黒い……敵の術を広場に閉じ込めている……,医療オペレーター,True
character,,,,,,,,,,,,,,,,,char_002_amiya_1#9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379,,,,False
name,唔......唔啊......呃......！,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380,唔......唔啊......呃......！,うっ……うあ……えっ……！,アーミヤ,True
character,,,,,,,,,,,,,,,,,char_013_riop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381,,,,False
name,阿米娅......她，她设下的屏障，在燃烧！,,,,,,,,,,,,,,,,近卫干员,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382,阿米娅......她，她设下的屏障，在燃烧！,アーミヤ……彼女が張ったバリアが、燃えている！,近衛オペレーター,True
character,,,,,,,,,,,,,,,,,char_130_doberm_ex,char_002_amiya_1#9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,383,,,,False
name,阿米娅，不可以！！那样的话，你的戒指——！,,,,,,,,,,,,,,,,杜宾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384,阿米娅，不可以！！那样的话，你的戒指——！,アーミヤ、だめだ！！それだと君の指輪が——！,ドーベルマン,True
character,,,,,,,,,,,,,,,,,char_130_doberm_ex,char_002_amiya_1#4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,385,,,,False
name,哪怕......虽然......,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386,哪怕......虽然......,たとえ……たとえ……,アーミヤ,True
name,博士，对不起——,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387,博士，对不起——,ドクター、ごめんなさい——,アーミヤ,True
name,哪怕会带来灾难，哪怕我会......！,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388,哪怕会带来灾难，哪怕我会......！,災いを呼んでしまうとしても、たとえ私が……！,アーミヤ,True
character,,,,,,,,,,,,,,,,,char_002_amiya_1#4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389,,,,False
name,我也不能......再看着重要的人......,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390,我也不能......再看着重要的人......,それでも……もう大切な方を見捨てたりできません……,アーミヤ,True
character,,,,,,,,,,,,,,,,,char_011_talula_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391,,,,False
name,呵————,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392,呵————,ふふ————,タルラ,True
name,很好。,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393,很好。,いいだろう。,タルラ,True
character,,,,,,,,,,,,,,,,,char_002_amiya_1#7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394,,,,False
name,啊......啊啊......！！,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395,啊......啊啊......！！,ああ……あああ……！！,アーミヤ,True
character,,,,,,,,,,,,,,,,,char_148_nearl_1#3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396,,,,False
name,阿米娅！,,,,,,,,,,,,,,,,临光,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397,阿米娅！,アーミヤ！,ニアール,True
name,可恶......再这样下去，阿米娅会......！,,,,,,,,,,,,,,,,临光,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398,可恶......再这样下去，阿米娅会......！,くそっ……このままだと、アーミヤが……！,ニアール,True
character,,,,,,,,,,,,,,,,,char_130_doberm_ex,char_148_nearl_1#3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,399,,,,False
name,你要干什么？,,,,,,,,,,,,,,,,杜宾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,你要干什么？,何をする気だ？,ドーベルマン,True
character,,,,,,,,,,,,,,,,,char_130_doberm_ex,char_148_nearl_1#3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,401,,,,False
name,去毁掉那个龙女的法术！,,,,,,,,,,,,,,,,临光,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402,去毁掉那个龙女的法术！,あの龍女の術を破壊する！,ニアール,True
character,,,,,,,,,,,,,,,,,char_130_doberm_ex,char_148_nearl_1#3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,403,,,,False
name,你......,,,,,,,,,,,,,,,,杜宾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404,你......,お前は……,ドーベルマン,True
character,,,,,,,,,,,,,,,,,char_148_nearl_1#3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405,,,,False
name,——“卡西米尔的光芒啊，耀骑士将为你奉献自身——”,,,,,,,,,,,,,,,,临光,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406,——“卡西米尔的光芒啊，耀骑士将为你奉献自身——”,——「カジミエーシュの輝きよ、耀騎士はこの身を捧げよう——」,ニアール,True
character,,,,,,,,,,,,,,,,,char_130_doberm_ex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407,,,,False
name,博士！快走！我们会帮助阿米娅的，你必须......,,,,,,,,,,,,,,,,杜宾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408,博士！快走！我们会帮助阿米娅的，你必须......,ドクター！早く逃げて！私たちがアーミヤを助けます、あなたは必ず……,ドーベルマン,True
character,,,,,,,,,,,,,,,,,char_011_talula_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409,,,,False
name,————！,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410,————！,————！,タルラ,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411,,,,False
character,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412,,,,False
playsound,,$d_gen_thunders_amb,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413,,,,False
playsound,,$b_char_defboost,,,,0.5,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,414,,,,False
playsound,,$d_gen_thunders_amb,,,,0.2,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,415,,,,False
character,,,,,,,,,,,,,,,,,char_002_amiya_1#7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416,,,,False
playsound,,$flashback,,,,0.2,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,417,,,,False
camerashake,,,,,,,,,,,,,false,,,,,,,,0.5,10,12,30,90,,,,,,,,,,,,,,,,,,,,,,418,,,,False
blocker,,,,,,,,,0.3,1,0.4,0.4,true,,0.1,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,419,,,,False
character,,,,,,,,,,,,,,,,,char_002_amiya_1#8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420,,,,False
blocker,,,,,,,,,0.3,1,0.4,0.4,true,,0.1,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,421,,,,False
blocker,,,,,,,,,0.1,1,0.4,0.1,true,,0.2,,,,,,,,,,,1,1,0.4,0.4,,,,,,,,,,,,,,,,,,422,,,,False
blocker,,,,,,,,,0.1,0,0,0,true,,0.3,,,,,,,,,,,0.8,1,1,1,,,,,,,,,,,,,,,,,,423,,,,False
character,,,,,,,,,,,,,,,,,char_002_amiya_1#9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424,,,,False
blocker,,,,,,,,,0.1,0,0,0,true,,0.3,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,425,,,,False
blocker,,,,,,,,,0.1,,,,true,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426,,,,False
camerashake,,,,,,,,,,,,,false,,,,,,,,6,10,8,20,90,,,,,,,,,,,,,,,,,,,,true,,427,,,,False
blocker,,,,,,,,,0.7,0.95,0.95,0.95,true,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428,,,,False
blocker,,,,,,,,,0,0.95,0.95,0.95,true,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429,,,,False
playsound,,$p_skill_spiritexplo,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430,,,,False
blocker,,,,,,,,,0.8,0,0,0,true,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431,,,,False
character,,,,,,,,,,,,,,,,,char_002_amiya_1#8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432,,,,False
blocker,,,,,,,,,0.8,0,0,0,true,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433,,,,False
blocker,,,,,,,,,0.8,1,1,1,true,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434,,,,False
character,,,,,,,,,,,,,,,,,char_002_amiya_1#9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435,,,,False
blocker,,,,,,,,,0.8,0,0,0,true,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436,,,,False
blocker,,,,,,,,,0.8,1,1,1,true,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437,,,,False
character,,,,,,,,,,,,,,,,,char_002_amiya_1#8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438,,,,False
blocker,,,,,,,,,0,1,1,1,true,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439,,,,False
blocker,,,,,,,,,0.8,0,0,0,true,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440,,,,False
character,,,,,,,,,,,,,,,,,char_002_amiya_1#7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441,,,,False
blocker,,,,,,,,,0.8,1,1,1,true,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442,,,,False
blocker,,,,,,,,,0.8,0,0,0,true,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443,,,,False
blocker,,,,,,,,,0.8,1,1,1,true,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444,,,,False
character,,,,,,,,,,,,,,,,,char_002_amiya_1#9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445,,,,False
blocker,,,,,,,,,0,1,1,1,true,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446,,,,False
camerashake,,,,,,,,,,,,,false,,,,,,,,1,10,12,30,90,,,,,,,,,,,,,,,,,,,,,,447,,,,False
name,啊啊啊啊啊！！,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448,啊啊啊啊啊！！,あああああ！！,アーミヤ,True
blocker,,,,,,,,,1,1,1,1,true,,0.1,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,449,,,,False
blocker,,,,,,,,,0,0,0,0,true,,1,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,450,,,,False
blocker,,,,,,,,,1,0,0,0,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451,,,,False
stopmusic,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452,,,,False
name,唔————？,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453,唔————？,うっ————？,アーミヤ,True
name,可以了，阿米娅。,,,,,,,,,,,,,,,,Ace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454,可以了，阿米娅。,もういい、アーミヤ。,エース,True
name,——？！,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455,——？！,——？！,アーミヤ,True
character,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456,,,,False
image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457,,,,False
background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458,,,,False
blocker,,,,,,,,,0,0,0,0,true,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459,,,,False
character,,,,,,,,,,,,,,,,,char_014_riope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460,,,,False
name,你已经很了不起了。,,,,,,,,,,,,,,,,Ace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461,你已经很了不起了。,お前はよくやったよ。,エース,True
name,把你的重担，也分给我们一些吧。,,,,,,,,,,,,,,,,Ace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462,把你的重担，也分给我们一些吧。,お前の重荷も、俺たちに少し分けてほしい。,エース,True
character,,,,,,,,,,,,,,,,,char_002_amiya_1#4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463,,,,False
name,我———,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464,我———,わたしは———,アーミヤ,True
camerashake,,,,,,,,,,,,,false,,,,,,,,1,10,12,30,90,,,,,,,,,,,,,,,,,,,,,,465,,,,False
character,,,,,,,,,,,,,,,,,char_130_doberm_ex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466,,,,False
name,阿米娅！,,,,,,,,,,,,,,,,杜宾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467,阿米娅！,アーミヤ！,ドーベルマン,True
character,,,,,,,,,,,,,,,,,char_014_riope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468,,,,False
name,杜宾，带他们先走，我一会儿就跟上。,,,,,,,,,,,,,,,,Ace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469,杜宾，带他们先走，我一会儿就跟上。,ドーベルマン、みんなを連れて先に行ってくれ。俺はすぐに追いつく。,エース,True
character,,,,,,,,,,,,,,,,,char_130_doberm_ex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470,,,,False
name,......Ace......,,,,,,,,,,,,,,,,杜宾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471,......Ace......,……エース……,ドーベルマン,True
character,,,,,,,,,,,,,,,,,char_002_amiya_1#4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472,,,,False
name,Ace......不......Ace......！,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473,Ace......不......Ace......！,エース……だめ……エース……！,アーミヤ,True
name,一定......要............,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474,一定......要............,きっと……絶対に…………,アーミヤ,True
character,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475,,,,False
playsound,,$d_gen_walk_n,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476,,,,False
name,——,,,,,,,,,,,,,,,,Ace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477,——,——,エース,True
name,抱歉，博士，你可能不记得我了。,,,,,,,,,,,,,,,,Ace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478,抱歉，博士，你可能不记得我了。,すまない、ドクター、お前はもう俺のことを覚えていないかもしれない。,エース,True
name,但我记得你，也知道你是怎样的人。,,,,,,,,,,,,,,,,Ace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,但我记得你，也知道你是怎样的人。,だが俺はお前を覚えているし、お前の人柄も知っている。,エース,True
name,......总有一天，你要和阿米娅一起共同面对这片残酷的大地。,,,,,,,,,,,,,,,,Ace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480,......总有一天，你要和阿米娅一起共同面对这片残酷的大地。,……いつかお前はアーミヤと共に、この過酷な大地に立ち向かうことになる。,エース,True
name,所以，保护好她，博士。,,,,,,,,,,,,,,,,Ace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481,所以，保护好她，博士。,だから、あの子を守ってくれ、ドクター。,エース,True
name,走吧。,,,,,,,,,,,,,,,,Ace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482,走吧。,行け。,エース,True
name,祝你们前路无阻。,,,,,,,,,,,,,,,,Ace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483,祝你们前路无阻。,君たちの道に障害がありませんように。,エース,True
delay,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485,,,,False
blocker,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486,,,,False
image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487,,,,False
